entity,soc
src/modules/tender/store/mutations.ts,520
src/modules/bids/widgets/AcceptNowConfirmDialog.spec.ts,520
src/modules/bids/app/accept-now/AcceptNow.spec.ts,520
src/modules/bids-deprecated/services/BiddingOrderService.spec.ts,519
src/modules/bids/app/bidding-block/useBidInAwaitingMatchingConfirmationState.spec.ts,518
src/modules/bids/app/bidding-block/bidding-statuses/BiddingStatuses.spec.ts,517
src/modules/bids/app/bid-table-cell/status/useBidStatus.ts,517
src/modules/bids/composition/index.ts,516
src/modules/bids-deprecated/app/bidding-block/bid-form/BidForm.vue,516
src/modules/bids/app/bidding-block/bidding-statuses/bid-status/BidStatus.vue,515
src/modules/bids/app/bidding-block/accepted-state/AcceptedState.vue,515
src/modules/bids/app/bid-table-cell/status/OrderListBidStatus.spec.ts,515
src/modules/bids-deprecated/store/actions.ts,513
src/modules/bids-deprecated/store/actions.spec.ts,513
.gitlab-ci.yml,512
src/modules/bids/models/mocks/ResponseWrapper.ts,510
src/modules/marketplace/components/orders/__tests__/MarketplaceOrderList.spec.ts,508
src/modules/bids-deprecated/models/mocks/Bid.ts,508
src/common/services/interfaces/IRestService.ts,507
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/OrderDetailsStops.vue,506
src/modules/bids/app/bidding-block/bidding-statuses/BiddingStatuses.vue,505
src/modules/bids/app/last-bid/LastBid.vue,504
src/modules/bids/app/floating-block/OrderDetailsFloatingBlock.spec.ts,504
src/modules/bids/app/cta-buttons/CTAButtons.vue,504
src/modules/bids/app/confirm-bid-dialog/ConfirmBidDialog.vue,504
src/modules/bids/app/bid-input/change-bid-condition/OrderChangeBidCondition.vue,504
src/modules/bids/app/bid-input/BidInputWithCondition.spec.ts,504
src/modules/bids/app/bidding-block/useBidInAcceptedState.ts,503
src/modules/bids/app/bidding-block-actions/BiddingBlockActions.spec.ts,503
src/modules/bids/app/OrderBidBlock.vue,503
src/modules/tender/classes/tender-details/TenderDetailsResponse.ts,502
src/modules/marketplace/components/Banner.vue,502
src/modules/bids-deprecated/app/bidding-block/useBiddingBlock.ts,501
src/modules/bids/app/index.ts,500
src/modules/accept-now/app/AcceptNowSuccessDialog.vue,498
src/modules/bids/tracking/trackBidEvent.ts,496
src/modules/accept-now/models/accept-now.ts,494
src/modules/accept-now/app/AcceptNowSuccessDialog.spec.ts,494
src/modules/bids/composition/useBids.ts,493
src/orchestrated/sentry.ts,492
src/modules/bids-deprecated/services/mocks/BiddingClient-mock.ts,492
src/modules/bids-deprecated/services/errors/BiddingServiceErrors.ts,492
src/modules/bids-deprecated/composition/useAvailableBidActions.spec.ts,492
src/modules/assignments/components/__tests__/Assignments.spec.ts,492
src/modules/marketplace/components/orders/OrderActionsButtonTableCell.vue,491
src/modules/tender/classes/tender-details/__tests__/LoadRequirement.spec.ts,490
src/modules/tender/classes/tender-details/__tests__/ContractInfo.spec.ts,490
src/modules/bids/app/bid-table-cell/status/useBidStatus.spec.ts,489
src/modules/bids/app/bidding-block/awaiting-matching-confirmation-state/AwaitingMatchingConfirmationState.vue,488
src/common/components/load-stops-list/StopAccordion.vue,488
src/modules/orders/components/order-details/order-content/order-load-details/order-description/OrderDetailsDescription.vue,487
src/modules/filters/components/filter-bar/BundleOptionsFilterDropdown.vue,487
src/modules/bids/app/bidding-block/bidding-statuses/index.ts,487
src/modules/bids/app/bidding-block/bidding-statuses/bid-status/index.ts,487
src/modules/bids/app/bidding-block/bidding-statuses/bid-status/BiddingStatus.spec.ts,487
src/modules/bids/app/bidding-block/bid-form/index.ts,487
src/modules/bids/app/bidding-block/accepted-state/index.ts,487
src/modules/bids/app/bidding-block/accepted-state/AcceptedState.spec.ts,487
src/modules/bids-deprecated/composition/useAvailableBidActions.ts,486
src/modules/filters/services/SavedLaneOrderService.ts,485
src/modules/bids/store/mocks/store.ts,485
src/modules/bids/store/mocks/state.ts,485
src/modules/bids/store/mocks/index.ts,485
src/modules/bids/app/bid-input/change-bid-condition/OrderChangeBidCondition.spec.ts,484
src/modules/tender/store/getters.ts,481
src/modules/bids-deprecated/services/mocks/BiddingService-mock.ts,478
src/modules/bids-deprecated/services/index.ts,478
src/modules/bids-deprecated/services/IBiddingService.ts,478
src/modules/bids-deprecated/composition/useLowestBidPrice.spec.ts,478
src/modules/bids-deprecated/composition/useBids.spec.ts,478
src/modules/bids-deprecated/app/bidding-block/useBidInAcceptedState.spec.ts,478
src/modules/bids/composition/useLowestBidPrice.ts,477
src/modules/bids/app/bidding-block-actions/index.ts,477
src/common/components/TableNoResults.vue,477
src/modules/marketplace/components/orders/OrderBundleTableCell.vue,476
src/modules/tender/classes/tender-details/RouteLocationList.ts,475
src/common/components/load-stops-list/__tests__/RouteNotes.spec.ts,475
src/modules/marketplace/components/orders/MarketplaceZeroResultsRecommendations.vue,473
src/modules/tender/classes/tender-details/__tests__/RouteLocationList.spec.ts,472
src/modules/tender/classes/tender-details/RouteLocation.ts,472
src/modules/orders/components/order-details/order-content/order-load-details/order-description/OrderDetailsLoadSection.vue,472
src/modules/bids-deprecated/app/bid-table-cell/OrderListBid.vue,472
src/modules/bids-deprecated/app/bidding-block/useBiddingBlock.spec.ts,471
src/languages/en.json,470
src/modules/bids/app/bidding-block/index.ts,469
src/modules/bids/app/bidding-block/useBidInAwaitingMatchingConfirmationState.ts,467
src/modules/bids/app/cancel-bid-dialog/CancelBid.spec.ts,464
src/modules/tender/classes/tender-details/__tests__/VehicleDetails.spec.ts,463
src/modules/tender/classes/tender-details/__tests__/LoadSpecification.spec.ts,463
src/modules/tender/classes/tender-details/__tests__/LoadDetails.spec.ts,463
src/modules/tender/classes/tender-details/VehicleDetails.ts,463
src/modules/tender/classes/tender-details/LoadSpecification.ts,463
src/modules/tender/classes/tender-details/LoadDetails.ts,463
src/modules/tender/classes/tender-details/Capacity.ts,463
src/common/http/http-client.spec.ts,463
src/common/components/table/__tests__/Table.spec.ts,463
src/modules/bids/app/bidding-block/awaiting-matching-confirmation-state/index.ts,460
src/modules/bids/app/bidding-block/awaiting-matching-confirmation-state/AwaitingMatchingConfirmationState.spec.ts,460
src/modules/bids-deprecated/composition/useBidActions.ts,460
src/modules/bids-deprecated/composition/useBidActions.spec.ts,460
src/modules/bids-deprecated/app/bidding-block/bidding-statuses/useBiddingStatus.spec.ts,460
src/experiments/price-guidance/usePriceGuidance.ts,460
src/common/components/DayDifference.vue,460
src/common/services/__tests__/GenericService.spec.ts,458
src/orchestrated/error-handler.ts,457
src/languages/ru.json,457
src/languages/pt.json,457
src/languages/pl.json,457
src/languages/it.json,457
src/languages/fr.json,457
src/languages/es.json,457
src/languages/de.json,457
src/modules/bids-deprecated/app/bidding-block/BiddingBlock.vue,456
src/modules/bids-deprecated/app/bidding-block/cancel-bid-dialog/CancelBidDialog.vue,455
src/common/components/load-stops-list/ShowLess.vue,452
src/modules/orders/components/order-details/order-next-suggestions/__tests__/AlertModal.spec.ts,450
src/modules/bids-deprecated/events/BidEvents.ts,448
src/modules/bids-deprecated/store/mutations.ts,446
src/modules/bids-deprecated/store/mutations.spec.ts,446
src/modules/bids-deprecated/store/mocks/store.ts,446
src/modules/bids-deprecated/store/mocks/state.ts,446
src/modules/bids-deprecated/store/mocks/index.ts,446
src/modules/bids-deprecated/store/mocks/getters.ts,446
src/modules/bids-deprecated/store/index.ts,446
src/modules/bids-deprecated/store/getters.ts,446
src/modules/bids-deprecated/store/getters.spec.ts,446
src/modules/bids-deprecated/services/mocks/index.ts,446
src/modules/bids-deprecated/services/errors/index.ts,446
src/modules/bids-deprecated/services/errors/BiddingServiceErrors.spec.ts,446
src/modules/bids-deprecated/models/mocks/index.ts,446
src/modules/bids-deprecated/models/mocks/ResponseWrapper.ts,446
src/modules/bids-deprecated/models/index.ts,446
src/modules/bids-deprecated/models/BidCondition.ts,446
src/modules/bids-deprecated/models/BidCondition.spec.ts,446
src/modules/bids-deprecated/featureFlags.ts,446
src/modules/bids-deprecated/events/mocks/index.ts,446
src/modules/bids-deprecated/events/mocks/BidRepository.ts,446
src/modules/bids-deprecated/events/index.ts,446
src/modules/bids-deprecated/events/BidRepository.ts,446
src/modules/bids-deprecated/events/BidEventKeys.ts,446
src/modules/bids-deprecated/composition/useLowestBidPrice.ts,446
src/modules/bids-deprecated/composition/useBids.ts,446
src/modules/bids-deprecated/composition/index.ts,446
src/modules/bids-deprecated/base/helpers.ts,446
src/modules/bids-deprecated/base/helpers.spec.ts,446
src/modules/bids-deprecated/app/index.ts,446
src/modules/bids-deprecated/app/bidding-block/useCancelBidDialog.ts,446
src/modules/bids-deprecated/app/bidding-block/useCancelBidDialog.spec.ts,446
src/modules/bids-deprecated/app/bidding-block/useBidInAwaitingMatchingConfirmationState.ts,446
src/modules/bids-deprecated/app/bidding-block/useBidInAwaitingMatchingConfirmationState.spec.ts,446
src/modules/bids-deprecated/app/bidding-block/useBidInAcceptedState.ts,446
src/modules/bids-deprecated/app/bidding-block/index.ts,446
src/modules/bids-deprecated/app/bidding-block/confirm-bid-dialog/ConfirmBidDialog.vue,446
src/modules/bids-deprecated/app/bidding-block/bidding-statuses/useBiddingStatus.ts,446
src/modules/bids-deprecated/app/bidding-block/bidding-statuses/index.ts,446
src/modules/bids-deprecated/app/bidding-block/bidding-statuses/bid-status/index.ts,446
src/modules/bids-deprecated/app/bidding-block/bidding-statuses/bid-status/BidStatus.vue,446
src/modules/bids-deprecated/app/bidding-block/bidding-statuses/BiddingStatuses.vue,446
src/modules/bids-deprecated/app/bidding-block/bid-form/useBidForm.ts,446
src/modules/bids-deprecated/app/bidding-block/bid-form/index.ts,446
src/modules/bids-deprecated/app/bidding-block/awaiting-matching-confirmation-state/index.ts,446
src/modules/bids-deprecated/app/bidding-block/awaiting-matching-confirmation-state/AwaitingMatchingConfirmationState.vue,446
src/modules/bids-deprecated/app/bidding-block/accepted-state/index.ts,446
src/modules/bids-deprecated/app/bidding-block/accepted-state/AcceptedState.vue,446
src/modules/bids-deprecated/app/bidding-block-actions/index.ts,446
src/modules/bids-deprecated/app/bidding-block-actions/BiddingBlockActions.vue,446
src/modules/bids-deprecated/app/bid-table-cell/status/useBidStatus.ts,446
src/modules/bids-deprecated/app/bid-table-cell/status/useBidStatus.spec.ts,446
src/modules/bids-deprecated/app/bid-table-cell/status/OrderListBidStatus.vue,446
src/common/components/__tests__/TableNoResults.spec.ts,446
public/index.html,446
src/modules/orders/components/order-details/order-content/order-load-details/__tests__/OrderDetailsExpectedCost.spec.ts,443
src/modules/marketplace/components/orders/__tests__/OrderPalletExchangeTableCell.spec.ts,441
src/modules/marketplace/components/LoadMore/__tests__/LoadMore.spec.ts,441
src/modules/orders/classes/__tests__/SingleStop.spec.ts,439
src/common/base/casing.ts,439
src/modules/marketplace/components/orders/__tests__/OrderRouteTableCells.spec.ts,436
src/modules/accept-now/app/accept-now-block/AcceptNowBlock.vue,434
src/modules/bids/app/bid-details/cancel-bid-dialog/CancelBidDialog.vue,433
src/modules/bids/app/bidding-block/last-bid/LastBid.vue,431
src/orchestrated/tenants.ts,429
src/modules/orders/store/mutations.ts,429
src/orchestrator-setup.ts,427
src/modules/tender/components/tender-list/TenderList.vue,424
src/config.ts,424
src/modules/orders/events/OrderEventConsumer.ts,423
src/modules/filters/components/filter-bar/__tests__/BundleOptionsFilterDropdown.spec.ts,422
src/modules/orders/classes/MultiStop.ts,420
src/common/base/mixins/refreshDialogMixin.ts,415
src/modules/assignments/services/CarrierAssignmentService.ts,412
src/modules/assignments/components/__tests__/AssignmentRow.spec.ts,410
src/tracking/helpers.spec.ts,409
src/orchestrated/shared-data.ts,409
src/orchestrated/segment.ts,407
src/orchestrated/router.ts,407
src/modules/tender/components/tender-list/TenderList.spec.ts,405
src/modules/orders/components/order-details/order-content/order-bids/__tests__/PlaceBid.spec.ts,403
src/modules/marketplace/components/orders/useZeroResultsRecommendedOrdersHook.ts,402
src/common/classes/__tests__/DayDifference.spec.ts,402
src/common/classes/DayDifference.ts,402
lefthook.yml,401
src/common/components/BackButton.vue,400
src/modules/bids/app/bid-details/bid-input/BidInputWithCondition.vue,399
src/common/base/mixins/dataPolling.ts,399
webpack/webpack.mock.js,398
integration-tests/wdio.conf.ts,398
.prettierrc,398
.eslintrc.js,398
src/modules/orders/components/order-details/order-content/order-bids/__tests__/ChangeBid.spec.ts,397
src/common/components/table-plankton/TableRow.vue,397
src/modules/bids/app/bid-details/confirm-bid-dialog/ConfirmBidDialog.vue,394
src/modules/bids/app/bidding-block/bid-input/change-bid-condition/OrderChangeBidCondition.vue,392
src/modules/bids/app/bidding-block/bid-input/BidInputWithCondition.vue,392
integration-tests/readme.md,392
src/modules/accept-now/app/accept-now-block/AcceptNowBlock.spec.ts,389
src/common/components/load-stops-list/RouteDistance.vue,387
src/modules/accept-now/app/AcceptNowContent.spec.ts,385
src/common/components/table-plankton/__tests__/TableRow.spec.ts,384
src/modules/bids/app/bid-details/last-bid/LastBid.vue,383
src/modules/bids/app/bid-details/bid-input/change-bid-condition/OrderChangeBidCondition.vue,383
src/modules/orders/components/order-details/order-content/order-load-details/OrderDetailsExpectedCost.vue,380
.prettierignore,380
src/modules/tender/components/tender-list/TendersTableEmpty.vue,379
webpack/webpack.dev.js,377
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/VerticalStepper.vue,377
src/integrations/sentry.ts,377
src/common/services/VehicleTypesService.ts,375
src/modules/marketplace/components/orders/__tests__/OrderActionsButtonTableCell.spec.ts,373
src/modules/orders/base/__tests__/helpers.spec.ts,371
src/modules/assignments/components/__tests__/AssignmentsFilters.spec.ts,371
src/common/components/load-stops-list/__tests__/verticalStepper.spec.ts,371
catalog-info.yaml,363
src/modules/accept-now/app/AcceptNowContent.vue,362
src/common/http/axios-client.ts,357
src/modules/orders/components/order-details/order-content/order-bids/CancelBidDialog.vue,354
src/modules/orders/components/order-details/order-footer/OrderDetailsFloatingBlock.vue,351
src/modules/marketplace/components/table/__tests__/Table.spec.ts,350
src/common/http/axios-client.spec.ts,349
src/modules/accept-now/events/AcceptNowEventConsumer.spec.ts,346
src/orchestrated/index.ts,345
src/modules/orders/components/common/AcceptNowConfirmDialog.vue,344
src/modules/orders/components/order-details/order-content/order-load-details/order-map/OrderDetailsMap.vue,342
src/modules/marketplace/components/orders/useZeroResultsRecommendedOrdersHook.spec.ts,342
src/types/sharedData.d.ts,338
src/tenant-permissions.ts,336
src/modules/orders/components/order-details/order-content/order-mobile/__tests__/OrderBidBlock.spec.ts,333
src/modules/orders/components/order-details/order-content/order-mobile/OrderBidBlock.vue,333
src/modules/orders/components/order-details/order-content/order-bids/ConfirmBidDialog.vue,333
src/modules/orders/components/order-details/order-content/order-bids/BidInputWithCondition.vue,333
src/store/actions.ts,330
src/orchestrated/README.md,326
src/modules/filters/components/filter-add/SaveFilterConfirmDialog.spec.ts,326
src/modules/filters/components/filter-add/FilterActions.spec.ts,326
mkdocs.yaml,326
src/modules/orders/components/order-details/test-helpers/OrderDetailsPageWrapper.ts,323
src/modules/orders/components/order-details/order-content/order-bids/OrderBid.vue,322
src/modules/accept-now/events/AcceptNowEventConsumer.ts,321
src/modules/tender/components/tender-details/tender-content/tender-load-details/__tests__/HeaderSlot.spec.ts,309
src/modules/tender/components/tender-details/__tests__/Loader.spec.ts,309
src/modules/accept-now/app/accept-now-action/AcceptNowAction.vue,302
src/modules/orders/components/order-details/order-content/order-bids/__tests__/CancelBid.spec.ts,290
src/common/http/casing.ts,286
src/common/http/casing.spec.ts,286
src/modules/orders/components/order-details/order-content/order-bids/__tests__/OrderBid.spec.ts,282
src/modules/accept-now/app/accept-now-action/AcceptNowAction.spec.ts,282
src/modules/orders/components/order-details/order-footer/__tests__/OrderDetailsFloatingBlock.spec.ts,281
src/modules/orders/components/order-details/order-content/order-bids/__tests__/OrderChangeBidCondition.spec.ts,281
src/modules/orders/tracking/OrderListEvents.ts,277
src/modules/orders/components/order-details/order-content/order-bids/accept-now/AcceptNow.vue,275
src/modules/accept-now/models/mocks/accept-now-mock.ts,274
src/modules/orders/components/common/__tests__/AcceptNowConfirmDialog.spec.ts,272
src/modules/orders/types/storeTypes.ts,269
src/modules/tender/components/tender-list/TenderTableRow.spec.ts,267
src/modules/orders/mocks/NLS-mock.ts,265
src/modules/tender/components/tender-details/TenderError.vue,264
src/modules/bids/app/bid-details/PlaceBid.spec.ts,264
src/modules/tender/components/tender-list/tender-table-row/TenderTableCellBidClosing.vue,260
src/modules/orders/components/order-details/order-content/order-bids/accept-now/__tests__/AcceptNow.spec.ts,257
src/modules/orders/components/order-details/order-content/order-bids/OrderChangeBidCondition.vue,257
src/modules/orders/components/order-details/order-content/order-bids/LastBid.vue,257
src/modules/orders/components/order-details/order-content/order-bids/CTAButtons.vue,257
src/modules/tender/components/tender-details/tender-content/tender-bids/TenderWeekLoadChooser.vue,256
src/modules/tender/components/tender-details/tender-content/tender-bids/TenderPriceBidInput.vue,256
src/modules/accept-now-deprecated/app/AcceptNowContent.spec.ts,253
src/modules/bids/app/bid-details/OrderBid.spec.ts,251
src/modules/accept-now/events/AcceptNowEvents.ts,251
src/common/components/table/TableCell.vue,251
src/tracking/segment.ts,250
src/modules/marketplace/components/MarketplaceTabs.spec.ts,246
src/modules/filters/components/filter-details/FilterComponent.spec.ts,240
src/modules/accept-now/tracking/AcceptNowEventConsumer.ts,240
src/modules/bids/app/bid-details/ChangeBid.spec.ts,239
src/modules/accept-now/tracking/AcceptNowEvents.ts,239
src/modules/orders/classes/__tests__/BidCondition.spec.ts,238
src/modules/orders/classes/BidCondition.ts,238
src/modules/filters/components/filter-add/FilterActions.vue,238
src/modules/orders/components/order-details/order-content/order-bids/__tests__/BidInputWithCondition.spec.ts,237
src/modules/filters/components/filter-add/SaveFilterConfirmDialog.vue,235
src/modules/filters/components/filter-list/FilterList.spec.ts,234
src/modules/orders/mocks/MarketplaceClient.mock.ts,232
src/modules/tender/components/tender-list/TendersNoResults.spec.ts,231
src/modules/accept-now-deprecated/app/accept-now-block/AcceptNowBlock.spec.ts,231
src/modules/accept-now-deprecated/app/accept-now-action/AcceptNowAction.spec.ts,231
src/modules/marketplace/components/orders/MarketplaceTableTitles.vue,230
src/modules/marketplace/components/Marketplace.spec.ts,230
src/modules/filters/components/filter-list/SavedLaneList.vue,230
src/modules/tender/components/tender-details/tender-header/__tests__/TenderHeader.spec.ts,229
src/modules/tender/components/tender-details/tender-header/__tests__/DetailsHeader.spec.ts,229
src/modules/tender/components/tender-details/tender-header/__tests__/BackButton.spec.ts,229
src/modules/tender/components/tender-details/tender-header/TenderHeader.vue,229
src/modules/tender/components/tender-details/tender-header/DetailsHeader.vue,229
src/modules/tender/components/tender-details/tender-header/BackButton.vue,229
src/common/testing/store.ts,226
src/common/components/RouteBackToButton.spec.ts,224
src/modules/marketplace/tracking/SearchRepository.ts,222
src/modules/tender/components/tender-list/tender-table-row/TenderTableRow.vue,218
src/modules/tender/components/tender-list/tender-table-row/TenderTableCellWeeklyVolume.vue,218
src/modules/tender/components/tender-list/tender-table-row/TenderTableCellVehicleTypes.vue,218
src/modules/tender/components/tender-list/tender-table-row/TenderTableCellOriginDestination.vue,218
src/modules/tender/components/tender-details/tender-content/tender-load-details/TenderSpecifications.vue,218
src/modules/tender/components/tender-details/tender-content/tender-load-details/TenderRequirements.vue,218
src/modules/tender/components/tender-details/tender-content/tender-bids/TenderBidChangeDialog.vue,218
src/modules/bids/tracking/trackBidEvent.spec.ts,218
src/common/components/table/TableRow.vue,218
src/common/components/table/Table.vue,218
src/common/components/load-stops-list/RouteStep.vue,218
src/common/components/load-stops-list/LineDashedIcon.vue,218
src/common/components/load-stops-list/EllipseIcon.vue,218
src/styles/style.scss,217
src/modules/orders/components/order-details/order-next-suggestions/NextLoadSuggestionRow.vue,217
src/modules/design/components/Accordion.spec.ts,217
src/modules/marketplace/components/MarketplaceAllLoads.spec.ts,214
src/modules/filters/components/filter-list/FiltersCarousel.spec.ts,214
src/modules/filters/components/filter-edit/FilterEditDialog.spec.ts,214
src/modules/filters/components/filter-details/FilterMenus.spec.ts,214
src/modules/filters/components/filter-details/FilterDetails.spec.ts,214
jest.config.js,212
src/modules/accept-now/app/accept-now-block/useAcceptNowBlock.ts,211
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/LoadStopsList.vue,207
src/modules/marketplace/events/MarketplaceEvents.ts,207
src/modules/marketplace/events/MarketplaceEventKeys.ts,207
src/modules/marketplace/events/MarketplaceEventConsumer.ts,207
src/modules/tender/components/tender-list/TendersTable.spec.ts,206
src/modules/orders/services/BiddingRegularOrderService.ts,206
src/modules/accept-now/events/AcceptNowEventKeys.ts,206
src/modules/bids/tracking/BidEventConsumer.ts,204
src/modules/bids/tracking/BidEvents.ts,202
src/modules/bids/tracking/index.ts,198
src/modules/bids/models/RegularBid.spec.ts,198
src/modules/orders/services/__tests__/BiddingRegularOrderService.spec.ts,197
src/common/enums/stopTypes.ts,197
src/store/helpers.ts,192
src/modules/orders/components/order-details/order-content/order-bids/__tests__/UpdateBid.spec.ts,192
src/modules/orders/components/order-details/order-content/order-bids/UpdateBid.vue,192
src/modules/orders/services/BiddingSpotOrderService.ts,191
src/modules/accept-now-deprecated/app/AcceptNowConfirmDialog.spec.ts,191
src/modules/orders/services/__tests__/BiddingSpotOrderService.spec.ts,190
src/modules/orders/components/order-details/order-next-suggestions/OrderRouteTableCells.vue,189
src/experiments/accept-now/useAcceptNowExperiment.spec.ts,189
src/modules/orders/services/BiddingOrderService.ts,188
src/modules/marketplace/tracking/SearchRepository.spec.ts,188
src/modules/accept-now-deprecated/app/accept-now-action/AcceptNowAction.vue,187
src/modules/marketplace/store/actions-types.ts,185
src/modules/accept-now/models/accept-now-dialog.ts,182
src/common/base/notifications.ts,181
src/modules/accept-now/featureFlags.ts,175
src/modules/accept-now/composition/useAcceptNow.ts,175
src/modules/orders/components/order-details/OrderDetailsRefreshDialog.vue,174
src/modules/bids/models/SpotBid.spec.ts,173
src/modules/orders/events/OrderEventKeys.ts,171
src/events/EventBus.ts,171
src/modules/orders/events/mocks/OrderRepository.ts,170
src/modules/orders/events/OrderRepository.ts,170
src/modules/orders/components/order-details/order-next-suggestions/AlertModal.vue,170
src/modules/marketplace/store/mocks/getters.ts,170
src/common/components/TableRow.vue,168
src/common/components/TableCell.vue,168
src/styles/style-variables.scss,166
src/modules/filters/components/filter-bar/RefreshOrders.vue,166
src/modules/filters/events/FilterEventKeys.ts,165
src/common/enums/biddingApiErrors.ts,165
.husky/pre-commit,162
src/modules/marketplace/tracking/mocks/SearchRepository.ts,160
src/modules/filters/components/filter-list/FilterCard.vue,160
src/modules/orders/classes/SpotBid.ts,159
src/modules/filters/store/mocks/getters.ts,158
src/experiments/accept-now/components/NumberOfBids.spec.ts,158
src/experiments/accept-now/components/AcceptNowBanner.spec.ts,158
src/common/services/errors/BiddingServiceErrors.ts,157
src/modules/orders/tracking/mocks/index.ts,156
src/modules/orders/tracking/mocks/OrderRepository.ts,156
src/modules/orders/classes/RegularBid.ts,156
src/modules/bids/app/bid-details/CancelBid.spec.ts,156
src/modules/orders/components/order-details/order-header/__tests__/LoadBundlesTabs.spec.ts,155
src/assets/svgs/roundtrip.svg,155
src/modules/orders/classes/__tests__/SpotBid.spec.ts,153
src/modules/bids/app/bid-details/floating-block/OrderDetailsFloatingBlock.vue,153
src/modules/orders/mocks/loadBundlesMock.ts,151
src/modules/accept-now/composition/index.ts,151
src/experiments/accept-now/useAcceptNowExperiment.ts,151
src/common/services/errors/__tests__/BiddingServiceErrors.spec.ts,151
src/modules/orders/classes/__tests__/RegularBid.spec.ts,150
src/modules/accept-now-deprecated/services/AcceptNowService.spec.ts,150
src/modules/tender/store/index.ts,149
src/modules/filters/components/filter-list/FilterList.vue,149
src/modules/filters/components/filter-details/FilterComponent.vue,149
src/auth.ts,147
src/modules/orders/components/order-details/order-content/useSelectedOrder.ts,146
src/modules/orders/components/order-details/order-content/useSelectedOrder.spec.ts,146
src/modules/orders/components/order-details/__tests__/OrderDetailsPageWrapper.ts,146
src/modules/filters/services/errors/SavedLaneServiceErrors.ts,146
src/modules/filters/services/errors/SavedLaneServiceErrors.spec.ts,146
src/common/services/MarketplaceService.ts,146
src/common/services/BiddingService.ts,146
src/modules/savedLanes/types/serviceTypes.ts,145
src/modules/savedLanes/store/actions.ts,145
src/modules/savedLanes/services/SavedLaneOrderService.ts,145
src/modules/savedLanes/segmentEvents.ts,145
src/modules/savedLanes/mocks/savedLanes.ts,145
src/modules/savedLanes/components/__tests__/SavedLaneDetails.spec.ts,145
src/modules/savedLanes/components/__tests__/MarketplaceSavedLanes.spec.ts,145
src/modules/savedLanes/components/SavedLaneWithOrders.vue,145
src/modules/savedLanes/components/SavedLaneList.vue,145
src/modules/savedLanes/components/SavedLaneEditDialog.vue,145
src/modules/savedLanes/components/SavedLaneDetails.vue,145
src/modules/savedLanes/components/SavedLane.vue,145
src/modules/savedLanes/base/dependencies.ts,145
src/modules/orders/tracking/OrderDetailsEvents.ts,144
src/modules/next-load-suggestions-deprecated/app/order-next-suggestions/__tests__/NextLoadSuggestions.spec.ts,144
src/modules/filters/models/Filter.ts,144
src/common/analytics/SegmentObserver.ts,142
src/modules/next-load-suggestions-deprecated/app/order-next-suggestions/NextLoadSuggestionRow.spec.ts,141
src/tracking/segmentEvents.ts,140
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/RouteStep.spec.ts,140
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/RouteNotes.spec.ts,140
src/modules/orders/components/order-details/order-content/order-bids/__tests__/UpdateBidWrapper.ts,140
src/modules/accept-now-deprecated/app/accept-now-block/AcceptNowBlock.vue,140
src/modules/orders/mocks/MarketplaceService.mock.ts,139
src/common/components/MapPlaceholder.vue,139
src/modules/accept-now/app/index.ts,138
src/common/components/NonAccessPlaceholder.spec.ts,138
src/events/mocks/EventBus.ts,137
src/modules/transport-offers/services/LoadService.ts,136
src/marketplace.ts,136
src/modules/orders/components/common/__tests__/RouteAddress.spec.ts,135
src/modules/filters/components/filter-bar/RefreshOrders.spec.ts,134
src/common/components/table/__tests__/TableTitles.spec.ts,134
src/modules/design/components/Accordion.vue,133
src/experiments/accept-now/mocks/useAcceptNowExperiment.ts,132
src/experiments/accept-now/VariantA.ts,132
src/experiments/accept-now/ControlGroup.ts,132
src/styles/fonts.scss,131
src/styles/dialog-style.scss,131
src/styles/animations.scss,131
src/modules/tender/styles/responsive.scss,131
src/modules/tender/classes/tender-details/LoadRequirement.ts,131
src/modules/accept-now-deprecated/app/AcceptNowContent.vue,131
src/common/components/table/__tests__/TableRow.spec.ts,131
src/common/components/table/__tests__/TableCell.spec.ts,131
src/common/components/table/TableTitles.vue,131
src/common/components/load-stops-list/__tests__/RouteStep.spec.ts,131
src/assets/svgs/no-saved-lanes.svg,131
src/assets/svgs/destination_arrow_long.svg,131
src/assets/svgs/destination_arrow.svg,131
src/assets/svgs/404_500_ODV.svg,131
src/assets/pngs/no-route-map-placeholder.png,131
src/modules/orders/tracking/index.ts,130
src/events/trackCustomEvent.spec.ts,130
src/events/mocks/TestEvent.ts,128
src/modules/filters/store/actions.spec.ts,127
src/modules/filters/mocks/savedLanes.ts,127
src/modules/orders/OrderEvent.ts,126
src/modules/transport-offers/services/CharteringLoadService.ts,125
src/modules/transport-offers/services/CharteringLoadService.spec.ts,125
src/modules/transport-offers/services/CarrierLoadService.ts,125
src/modules/transport-offers/services/CarrierLoadService.spec.ts,125
src/modules/orders/services/CarrierOrderService.ts,125
src/modules/orders/services/CarrierOrderService.spec.ts,125
src/modules/next-load-suggestions/app/order-next-suggestions/NextLoadSuggestionRow.vue,125
src/modules/filters/components/filter-details/FilterMenus.vue,125
src/common/components/load-stops-list/RouteStep copy.vue,125
