entity,author,added,deleted
src/modules/assignments/common/__tests__/TableTitlesWrapper.spec.ts,Sanja Mitrovic,0,30
src/modules/assignments/components/AssignmentRow.spec.ts,Yashwanth Harikrishnan,5,162
src/modules/assignments/components/AssignmentRow.spec.ts,Sanja Mitrovic,0,316
src/modules/assignments/components/AssignmentRow.spec.ts,Sergei Zaliubovskii,157,0
src/modules/assignments/components/AssignmentRow.vue,Yashwanth Harikrishnan,135,158
src/modules/assignments/components/AssignmentRow.vue,Sanja Mitrovic,2,297
src/modules/assignments/components/AssignmentRow.vue,Sergei Zaliubovskii,71,59
src/modules/assignments/components/AssignmentRow.vue,Dmytro Fokin,3,3
src/modules/assignments/components/AssignmentRow.vue,Joel Pinto Ribeiro,13,1
src/modules/assignments/components/Assignments.spec.ts,Yashwanth Harikrishnan,14,284
src/modules/assignments/components/Assignments.spec.ts,Sanja Mitrovic,0,550
src/modules/assignments/components/Assignments.spec.ts,Sergei Zaliubovskii,272,2
src/modules/assignments/components/Assignments.vue,Yashwanth Harikrishnan,350,399
src/modules/assignments/components/Assignments.vue,Sanja Mitrovic,29,633
src/modules/assignments/components/Assignments.vue,Sergei Zaliubovskii,24,25
src/modules/assignments/components/Assignments.vue,Joel Pinto Ribeiro,51,7
src/modules/assignments/components/Assignments.vue,Pablo Felipe Leonhart,1,1
src/modules/assignments/components/Assignments.vue,Juan Bigorra,1,1
src/modules/assignments/components/AssignmentsActionButtons.vue,Yashwanth Harikrishnan,58,62
src/modules/assignments/components/AssignmentsActionButtons.vue,Sanja Mitrovic,0,122
src/modules/assignments/components/AssignmentsActionButtons.vue,Sergei Zaliubovskii,10,6
src/modules/assignments/components/AssignmentsFilters.spec.ts,Yashwanth Harikrishnan,0,34
src/modules/assignments/components/AssignmentsFilters.spec.ts,Sanja Mitrovic,0,68
src/modules/assignments/components/AssignmentsFilters.spec.ts,Sergei Zaliubovskii,34,0
src/modules/assignments/components/AssignmentsFilters.vue,Yashwanth Harikrishnan,201,221
src/modules/assignments/components/AssignmentsFilters.vue,Sanja Mitrovic,9,444
src/modules/assignments/components/AssignmentsFilters.vue,Joel Pinto Ribeiro,26,7
src/modules/assignments/components/AssignmentsFilters.vue,Sergei Zaliubovskii,10,16
src/modules/assignments/components/AssignmentsTableTitles.vue,Yashwanth Harikrishnan,40,40
src/modules/assignments/components/AssignmentsTableTitles.vue,Sanja Mitrovic,1,79
src/modules/assignments/components/ListPagination.vue,Yashwanth Harikrishnan,183,181
src/modules/assignments/components/ListPagination.vue,Sanja Mitrovic,0,360
src/modules/assignments/components/ListPagination.vue,Sergei Zaliubovskii,5,7
src/modules/assignments/components/OrderDetailsTotalPrice.vue,Yashwanth Harikrishnan,40,41
src/modules/assignments/components/OrderDetailsTotalPrice.vue,Sanja Mitrovic,0,82
src/modules/assignments/components/OrderDetailsTotalPrice.vue,Sergei Zaliubovskii,12,11
src/modules/assignments/components/Status.vue,Yashwanth Harikrishnan,0,141
src/modules/assignments/components/Status.vue,Sanja Mitrovic,0,282
src/modules/assignments/components/Status.vue,Joel Pinto Ribeiro,146,5
src/modules/assignments/components/ValidityCounter.spec.ts,Yashwanth Harikrishnan,0,62
src/modules/assignments/components/ValidityCounter.spec.ts,Sanja Mitrovic,0,124
src/modules/assignments/components/ValidityCounter.spec.ts,Sergei Zaliubovskii,62,0
src/modules/assignments/components/ValidityCounter.vue,Yashwanth Harikrishnan,34,33
src/modules/assignments/components/ValidityCounter.vue,Sanja Mitrovic,0,66
src/modules/assignments/components/ValidityCounter.vue,Dmytro Fokin,2,2
src/modules/assignments/components/ValidityCounter.vue,Sergei Zaliubovskii,1,2
src/modules/assignments/components/__tests__/AssignmentRow.spec.ts,Sergei Zaliubovskii,3,140
src/modules/assignments/components/__tests__/AssignmentRow.spec.ts,Sanja Mitrovic,2,2
src/modules/assignments/components/__tests__/AssignmentRow.spec.ts,Yashwanth Harikrishnan,137,0
src/modules/assignments/components/__tests__/Assignments.spec.ts,Sergei Zaliubovskii,13,289
src/modules/assignments/components/__tests__/Assignments.spec.ts,Joel Pinto Ribeiro,45,1
src/modules/assignments/components/__tests__/Assignments.spec.ts,Pablo Felipe Leonhart,2,2
src/modules/assignments/components/__tests__/Assignments.spec.ts,Sanja Mitrovic,77,18
src/modules/assignments/components/__tests__/Assignments.spec.ts,Yashwanth Harikrishnan,173,0
src/modules/assignments/components/__tests__/AssignmentsFilters.spec.ts,Sergei Zaliubovskii,1,35
src/modules/assignments/components/__tests__/AssignmentsFilters.spec.ts,Yashwanth Harikrishnan,34,0
src/modules/assignments/components/__tests__/ValidityCounter.spec.ts,Sergei Zaliubovskii,0,62
src/modules/assignments/components/__tests__/ValidityCounter.spec.ts,Yashwanth Harikrishnan,62,0
src/modules/assignments/components/assignmentDetailsDialog/AssignmentDetailsView.vue,Yashwanth Harikrishnan,169,172
src/modules/assignments/components/assignmentDetailsDialog/AssignmentDetailsView.vue,Sanja Mitrovic,4,346
src/modules/assignments/components/assignmentDetailsDialog/AssignmentDetailsView.vue,Sergei Zaliubovskii,12,7
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsDialogHeadline.vue,Yashwanth Harikrishnan,48,48
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsDialogHeadline.vue,Sanja Mitrovic,0,96
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsLoadContent.vue,Yashwanth Harikrishnan,109,102
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsLoadContent.vue,Sanja Mitrovic,2,207
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsLoadContent.vue,Sergei Zaliubovskii,2,6
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsLoadSection.vue,Yashwanth Harikrishnan,77,74
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsLoadSection.vue,Sanja Mitrovic,0,142
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsLoadSection.vue,Sergei Zaliubovskii,1,4
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsLoadSectionDetails.vue,Yashwanth Harikrishnan,127,124
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsLoadSectionDetails.vue,Sanja Mitrovic,2,249
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsLoadSectionDetails.vue,Sergei Zaliubovskii,7,9
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsSectionHeadline.vue,Yashwanth Harikrishnan,57,50
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsSectionHeadline.vue,Sanja Mitrovic,0,100
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsSectionHeadline.vue,Sergei Zaliubovskii,2,9
src/modules/assignments/components/assignmentDetailsDialog/__tests__/AssignmentDetailsView.spec.ts,Yashwanth Harikrishnan,86,71
src/modules/assignments/components/assignmentDetailsDialog/__tests__/AssignmentDetailsView.spec.ts,Sanja Mitrovic,11,163
src/modules/assignments/components/assignmentDetailsDialog/__tests__/AssignmentDetailsView.spec.ts,Sergei Zaliubovskii,3,8
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsDialogHeadline.spec.ts,Yashwanth Harikrishnan,46,46
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsDialogHeadline.spec.ts,Sanja Mitrovic,0,92
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsDialogHeadline.spec.ts,Sergei Zaliubovskii,1,1
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsLoadContent.spec.ts,Yashwanth Harikrishnan,76,77
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsLoadContent.spec.ts,Sanja Mitrovic,7,160
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsLoadContent.spec.ts,Sergei Zaliubovskii,1,1
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsLoadSection.spec.ts,Yashwanth Harikrishnan,41,41
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsLoadSection.spec.ts,Sanja Mitrovic,0,82
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsLoadSection.spec.ts,Sergei Zaliubovskii,1,1
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsLoadSectionDetails.spec.ts,Yashwanth Harikrishnan,127,128
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsLoadSectionDetails.spec.ts,Sanja Mitrovic,10,257
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsLoadSectionDetails.spec.ts,Sergei Zaliubovskii,4,4
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsSectionHeadline.spec.ts,Yashwanth Harikrishnan,31,31
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsSectionHeadline.spec.ts,Sanja Mitrovic,0,62
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsSectionHeadline.spec.ts,Sergei Zaliubovskii,1,1
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsTotalPrice.spec.ts,Yashwanth Harikrishnan,43,43
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsTotalPrice.spec.ts,Sanja Mitrovic,0,86
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsTotalPrice.spec.ts,Sergei Zaliubovskii,1,1
src/modules/assignments/components/orders/ContactTableCell.vue,Yashwanth Harikrishnan,182,177
src/modules/assignments/components/orders/ContactTableCell.vue,Sanja Mitrovic,1,336
src/modules/assignments/components/orders/ContactTableCell.vue,Sergei Zaliubovskii,5,9
src/modules/assignments/components/orders/LoadWeightSpecification.vue,Yashwanth Harikrishnan,46,46
src/modules/assignments/components/orders/LoadWeightSpecification.vue,Sanja Mitrovic,0,92
src/modules/assignments/components/orders/OrderId.vue,Yashwanth Harikrishnan,46,46
src/modules/assignments/components/orders/OrderId.vue,Sanja Mitrovic,0,92
src/modules/assignments/components/orders/OrderId.vue,Dmytro Fokin,10,5
src/modules/assignments/components/orders/OrderId.vue,Sergei Zaliubovskii,1,6
src/modules/assignments/components/orders/OrderIdTableCell.vue,Yashwanth Harikrishnan,34,34
src/modules/assignments/components/orders/OrderIdTableCell.vue,Sanja Mitrovic,1,67
src/modules/assignments/components/orders/OrderLoadDescriptionTableCell.vue,Yashwanth Harikrishnan,53,53
src/modules/assignments/components/orders/OrderLoadDescriptionTableCell.vue,Sanja Mitrovic,1,99
src/modules/assignments/components/orders/OrderRequirements.vue,Yashwanth Harikrishnan,71,68
src/modules/assignments/components/orders/OrderRequirements.vue,Sanja Mitrovic,0,136
src/modules/assignments/components/orders/OrderRequirements.vue,Sergei Zaliubovskii,2,5
src/modules/assignments/components/orders/OrderRequirementsTableCell.vue,Yashwanth Harikrishnan,33,33
src/modules/assignments/components/orders/OrderRequirementsTableCell.vue,Sanja Mitrovic,1,65
src/modules/assignments/components/orders/OrderRouteDropoff.vue,Yashwanth Harikrishnan,97,95
src/modules/assignments/components/orders/OrderRouteDropoff.vue,Sanja Mitrovic,0,190
src/modules/assignments/components/orders/OrderRouteDropoff.vue,Sergei Zaliubovskii,6,8
src/modules/assignments/components/orders/OrderRoutePickup.vue,Yashwanth Harikrishnan,93,93
src/modules/assignments/components/orders/OrderRoutePickup.vue,Sanja Mitrovic,0,186
src/modules/assignments/components/orders/OrderRoutePickup.vue,Sergei Zaliubovskii,4,4
src/modules/assignments/components/orders/OrderRouteTableCells.vue,Yashwanth Harikrishnan,96,95
src/modules/assignments/components/orders/OrderRouteTableCells.vue,Sanja Mitrovic,4,184
src/modules/assignments/components/orders/OrderRouteTableCells.vue,Sergei Zaliubovskii,11,14
src/modules/assignments/components/orders/OrderSpecificationsTableCell.vue,Yashwanth Harikrishnan,37,36
src/modules/assignments/components/orders/OrderSpecificationsTableCell.vue,Sanja Mitrovic,1,72
src/modules/assignments/components/orders/VehicleTypes.vue,Yashwanth Harikrishnan,141,136
src/modules/assignments/components/orders/VehicleTypes.vue,Sanja Mitrovic,0,254
src/modules/assignments/components/orders/VehicleTypes.vue,Sergei Zaliubovskii,5,10
src/modules/assignments/components/orders/__tests__/ContactTableCell.spec.ts,Yashwanth Harikrishnan,82,82
src/modules/assignments/components/orders/__tests__/ContactTableCell.spec.ts,Sanja Mitrovic,0,162
src/modules/assignments/components/orders/__tests__/ContactTableCell.spec.ts,Sergei Zaliubovskii,2,2
src/modules/assignments/components/orders/__tests__/LoadWeightSpecification.spec.ts,Yashwanth Harikrishnan,49,49
src/modules/assignments/components/orders/__tests__/LoadWeightSpecification.spec.ts,Sanja Mitrovic,0,98
src/modules/assignments/components/orders/__tests__/LoadWeightSpecification.spec.ts,Sergei Zaliubovskii,1,1
src/modules/assignments/components/orders/__tests__/OrderIdTableCell.spec.ts,Yashwanth Harikrishnan,50,50
src/modules/assignments/components/orders/__tests__/OrderIdTableCell.spec.ts,Sanja Mitrovic,0,100
src/modules/assignments/components/orders/__tests__/OrderIdTableCell.spec.ts,Sergei Zaliubovskii,1,1
src/modules/assignments/components/orders/__tests__/OrderLoadDescriptionTableCell.spec.ts,Yashwanth Harikrishnan,33,33
src/modules/assignments/components/orders/__tests__/OrderLoadDescriptionTableCell.spec.ts,Sanja Mitrovic,0,66
src/modules/assignments/components/orders/__tests__/OrderLoadDescriptionTableCell.spec.ts,Sergei Zaliubovskii,1,1
src/modules/assignments/components/orders/__tests__/OrderRequirementsTableCell.spec.ts,Yashwanth Harikrishnan,93,85
src/modules/assignments/components/orders/__tests__/OrderRequirementsTableCell.spec.ts,Sanja Mitrovic,0,170
src/modules/assignments/components/orders/__tests__/OrderRequirementsTableCell.spec.ts,Sergei Zaliubovskii,5,13
src/modules/assignments/components/orders/__tests__/OrderRouteTableCells.spec.ts,Yashwanth Harikrishnan,96,92
src/modules/assignments/components/orders/__tests__/OrderRouteTableCells.spec.ts,Sanja Mitrovic,0,184
src/modules/assignments/components/orders/__tests__/OrderRouteTableCells.spec.ts,Sergei Zaliubovskii,8,12
src/modules/assignments/components/orders/__tests__/OrderSpecificationsTableCell.spec.ts,Yashwanth Harikrishnan,33,33
src/modules/assignments/components/orders/__tests__/OrderSpecificationsTableCell.spec.ts,Sanja Mitrovic,0,66
src/modules/assignments/components/orders/__tests__/VehicleTypes.spec.ts,Yashwanth Harikrishnan,171,167
src/modules/assignments/components/orders/__tests__/VehicleTypes.spec.ts,Sanja Mitrovic,0,308
src/modules/assignments/components/orders/__tests__/VehicleTypes.spec.ts,Sergei Zaliubovskii,8,12
src/modules/assignments/components/table/TableCell.vue,Sanja Mitrovic,0,66
src/modules/assignments/components/table/TableCell.vue,Yashwanth Harikrishnan,66,0
src/modules/assignments/components/table/TableRow.vue,Sanja Mitrovic,0,193
src/modules/assignments/components/table/TableRow.vue,Yashwanth Harikrishnan,193,0
src/modules/assignments/components/table/__tests__/TableCell.spec.ts,Sanja Mitrovic,0,28
src/modules/assignments/components/table/__tests__/TableCell.spec.ts,Yashwanth Harikrishnan,28,0
src/modules/assignments/components/table/__tests__/TableRow.spec.ts,Sanja Mitrovic,0,155
src/modules/assignments/components/table/__tests__/TableRow.spec.ts,Yashwanth Harikrishnan,155,0
src/modules/assignments/http/GenericService.ts,Yashwanth Harikrishnan,157,157
src/modules/assignments/http/GenericService.ts,Sanja Mitrovic,0,314
src/modules/assignments/http/RestService.ts,Yashwanth Harikrishnan,105,105
src/modules/assignments/http/RestService.ts,Sanja Mitrovic,0,210
src/modules/assignments/http/__tests__/GenericService.spec.ts,Yashwanth Harikrishnan,98,98
src/modules/assignments/http/__tests__/GenericService.spec.ts,Sanja Mitrovic,0,196
src/modules/assignments/http/__tests__/helpers.spec.ts,Yashwanth Harikrishnan,46,46
src/modules/assignments/http/__tests__/helpers.spec.ts,Sanja Mitrovic,0,92
src/modules/assignments/http/custom-errors.ts,Yashwanth Harikrishnan,4,4
src/modules/assignments/http/custom-errors.ts,Sanja Mitrovic,0,8
src/modules/assignments/http/enums/apiErrors.ts,Yashwanth Harikrishnan,15,15
src/modules/assignments/http/enums/apiErrors.ts,Sanja Mitrovic,0,30
src/modules/assignments/http/errors/ErrorService.ts,Yashwanth Harikrishnan,12,12
src/modules/assignments/http/errors/ErrorService.ts,Sanja Mitrovic,0,24
src/modules/assignments/http/errors/GenericServiceErrors.ts,Yashwanth Harikrishnan,148,148
src/modules/assignments/http/errors/GenericServiceErrors.ts,Sanja Mitrovic,0,294
src/modules/assignments/http/errors/__tests__/GenericServiceErrors.spec.ts,Yashwanth Harikrishnan,71,71
src/modules/assignments/http/errors/__tests__/GenericServiceErrors.spec.ts,Sanja Mitrovic,0,140
src/modules/assignments/http/helpers.ts,Yashwanth Harikrishnan,32,32
src/modules/assignments/http/helpers.ts,Sanja Mitrovic,0,64
src/modules/assignments/http/interfaces/IGenericService.ts,Yashwanth Harikrishnan,17,17
src/modules/assignments/http/interfaces/IGenericService.ts,Sanja Mitrovic,0,34
src/modules/assignments/http/interfaces/IGetService.ts,Yashwanth Harikrishnan,9,9
src/modules/assignments/http/interfaces/IGetService.ts,Sanja Mitrovic,0,18
src/modules/assignments/http/interfaces/IRestHeader.ts,Yashwanth Harikrishnan,8,8
src/modules/assignments/http/interfaces/IRestHeader.ts,Sanja Mitrovic,0,16
src/modules/assignments/http/interfaces/IRestService.ts,Yashwanth Harikrishnan,16,16
src/modules/assignments/http/interfaces/IRestService.ts,Sanja Mitrovic,0,32
src/modules/assignments/http/mocks/ServiceHelpers.ts,Yashwanth Harikrishnan,25,25
src/modules/assignments/http/mocks/ServiceHelpers.ts,Sanja Mitrovic,0,50
src/modules/assignments/mocks/AssignmentService.mock.ts,Yashwanth Harikrishnan,0,33
src/modules/assignments/mocks/AssignmentService.mock.ts,Sanja Mitrovic,39,66
src/modules/assignments/mocks/AssignmentService.mock.ts,Sergei Zaliubovskii,0,1
src/modules/assignments/mocks/AssignmentService.mock.ts,Joel Pinto Ribeiro,0,5
src/modules/assignments/mocks/multiStop.ts,Yashwanth Harikrishnan,21,21
src/modules/assignments/mocks/multiStop.ts,Sanja Mitrovic,0,42
src/modules/assignments/mocks/order.ts,Yashwanth Harikrishnan,224,20
src/modules/assignments/mocks/order.ts,Sanja Mitrovic,0,244
src/modules/assignments/mocks/orderAssignments.ts,Yashwanth Harikrishnan,338,332
src/modules/assignments/mocks/orderAssignments.ts,Sanja Mitrovic,2,675
src/modules/assignments/mocks/orderAssignments.ts,Sergei Zaliubovskii,13,10
src/modules/assignments/mocks/sennderContact.mock.ts,Yashwanth Harikrishnan,9,9
src/modules/assignments/mocks/sennderContact.mock.ts,Sanja Mitrovic,0,18
src/modules/assignments/mocks/store.mock.ts,Yashwanth Harikrishnan,82,173
src/modules/assignments/mocks/store.mock.ts,Sanja Mitrovic,107,385
src/modules/assignments/mocks/store.mock.ts,Sergei Zaliubovskii,5,3
src/modules/assignments/mocks/store.mock.ts,Juan Bigorra,23,2
src/modules/assignments/segmentEvents.ts,Yashwanth Harikrishnan,6,12
src/modules/assignments/segmentEvents.ts,Sanja Mitrovic,0,24
src/modules/assignments/segmentEvents.ts,Joel Pinto Ribeiro,7,1
src/modules/assignments/services/AssignmentService.mock.ts,Sanja Mitrovic,0,6
src/modules/assignments/services/AssignmentService.mock.ts,Yashwanth Harikrishnan,6,0
src/modules/assignments/services/AssignmentService.ts,Yashwanth Harikrishnan,72,89
src/modules/assignments/services/AssignmentService.ts,Sanja Mitrovic,81,201
src/modules/assignments/services/AssignmentService.ts,Sergei Zaliubovskii,19,36
src/modules/assignments/services/AssignmentService.ts,Pablo Felipe Leonhart,3,3
src/modules/assignments/services/AssignmentService.ts,Dmytro Fokin,2,2
src/modules/assignments/services/AssignmentService.ts,Juan Bigorra,6,10
src/modules/assignments/services/BffAssignmentService.ts,Yashwanth Harikrishnan,3,86
src/modules/assignments/services/BffAssignmentService.ts,Sanja Mitrovic,92,167
src/modules/assignments/services/BffAssignmentService.ts,Joel Pinto Ribeiro,10,8
src/modules/assignments/services/BffAssignmentService.ts,Pablo Felipe Leonhart,3,3
src/modules/assignments/services/BffAssignmentService.ts,Dmytro Fokin,3,6
src/modules/assignments/services/BffAssignmentService.ts,Sergei Zaliubovskii,8,15
src/modules/assignments/services/BffAssignmentService.ts,Damilola Adeyemi,2,2
src/modules/assignments/services/BffAssignmentService.ts,Juan Bigorra,2,2
src/modules/assignments/services/CarrierAssignmentService.ts,Joel Pinto Ribeiro,3,28
src/modules/assignments/services/CarrierAssignmentService.ts,Sergei Zaliubovskii,7,9
src/modules/assignments/services/CarrierAssignmentService.ts,Damilola Adeyemi,2,2
src/modules/assignments/services/CarrierAssignmentService.ts,Juan Bigorra,2,2
src/modules/assignments/services/CarrierAssignmentService.ts,Sanja Mitrovic,32,4
src/modules/assignments/services/MothershipAssignmentService.ts,Yashwanth Harikrishnan,2,76
src/modules/assignments/services/MothershipAssignmentService.ts,Sanja Mitrovic,76,149
src/modules/assignments/services/MothershipAssignmentService.ts,Sergei Zaliubovskii,8,11
src/modules/assignments/services/MothershipAssignmentService.ts,Manu Ustenko,2,0
src/modules/assignments/services/MothershipAssignmentService.ts,Juan Bigorra,2,2
src/modules/assignments/services/__tests__/AssignmentService.spec.ts,Yashwanth Harikrishnan,0,234
src/modules/assignments/services/__tests__/AssignmentService.spec.ts,Sanja Mitrovic,295,468
src/modules/assignments/services/__tests__/AssignmentService.spec.ts,Sergei Zaliubovskii,31,103
src/modules/assignments/services/__tests__/AssignmentService.spec.ts,Dmytro Fokin,5,3
src/modules/assignments/services/__tests__/AssignmentService.spec.ts,Juan Bigorra,43,34
src/modules/assignments/services/__tests__/BffAssignmentService.spec.ts,Yashwanth Harikrishnan,3,114
src/modules/assignments/services/__tests__/BffAssignmentService.spec.ts,Sanja Mitrovic,125,222
src/modules/assignments/services/__tests__/BffAssignmentService.spec.ts,Joel Pinto Ribeiro,8,12
src/modules/assignments/services/__tests__/BffAssignmentService.spec.ts,Pablo Felipe Leonhart,3,3
src/modules/assignments/services/__tests__/BffAssignmentService.spec.ts,Dmytro Fokin,2,2
src/modules/assignments/services/__tests__/BffAssignmentService.spec.ts,Sergei Zaliubovskii,17,27
src/modules/assignments/services/__tests__/BffAssignmentService.spec.ts,Juan Bigorra,2,2
src/modules/assignments/services/__tests__/CarrierAssignmentService.spec.ts,Joel Pinto Ribeiro,4,39
src/modules/assignments/services/__tests__/CarrierAssignmentService.spec.ts,Sanja Mitrovic,39,4
src/modules/assignments/services/__tests__/MothershipAssignmentService.spec.ts,Yashwanth Harikrishnan,2,98
src/modules/assignments/services/__tests__/MothershipAssignmentService.spec.ts,Sanja Mitrovic,102,192
src/modules/assignments/services/__tests__/MothershipAssignmentService.spec.ts,Sergei Zaliubovskii,8,14
src/modules/assignments/services/backendClient.ts,Yashwanth Harikrishnan,157,157
src/modules/assignments/services/backendClient.ts,Sanja Mitrovic,0,308
src/modules/assignments/store/__tests__/actions.spec.ts,Yashwanth Harikrishnan,318,255
src/modules/assignments/store/__tests__/actions.spec.ts,Sanja Mitrovic,47,479
src/modules/assignments/store/__tests__/actions.spec.ts,Sergei Zaliubovskii,16,59
src/modules/assignments/store/action-types.ts,Yashwanth Harikrishnan,6,6
src/modules/assignments/store/action-types.ts,Sanja Mitrovic,0,10
src/modules/assignments/store/actions.ts,Yashwanth Harikrishnan,114,108
src/modules/assignments/store/actions.ts,Sanja Mitrovic,43,223
src/modules/assignments/store/actions.ts,Pablo Felipe Leonhart,1,1
src/modules/assignments/store/actions.ts,Sergei Zaliubovskii,5,15
src/modules/assignments/store/actions.ts,Manu Ustenko,1,1
src/modules/assignments/store/getter-types.ts,Yashwanth Harikrishnan,6,6
src/modules/assignments/store/getter-types.ts,Sanja Mitrovic,0,10
src/modules/assignments/store/getters.ts,Yashwanth Harikrishnan,24,22
src/modules/assignments/store/getters.ts,Sanja Mitrovic,2,43
src/modules/assignments/store/getters.ts,Sergei Zaliubovskii,3,6
src/modules/assignments/store/index.ts,Yashwanth Harikrishnan,33,34
src/modules/assignments/store/index.ts,Sanja Mitrovic,5,66
src/modules/assignments/store/mutations-types.ts,Yashwanth Harikrishnan,6,6
src/modules/assignments/store/mutations-types.ts,Sanja Mitrovic,0,10
src/modules/assignments/store/mutations.ts,Yashwanth Harikrishnan,50,39
src/modules/assignments/store/mutations.ts,Sanja Mitrovic,2,83
src/modules/assignments/store/mutations.ts,Sergei Zaliubovskii,3,7
src/modules/assignments/types/constants.ts,Yashwanth Harikrishnan,26,33
src/modules/assignments/types/constants.ts,Sanja Mitrovic,1,67
src/modules/assignments/types/constants.ts,Sergei Zaliubovskii,2,1
src/modules/assignments/types/constants.ts,Joel Pinto Ribeiro,6,0
src/modules/assignments/types/enums.ts,Yashwanth Harikrishnan,20,21
src/modules/assignments/types/enums.ts,Sanja Mitrovic,0,22
src/modules/assignments/types/enums.ts,Sergei Zaliubovskii,1,1
src/modules/assignments/types/enums.ts,Joel Pinto Ribeiro,1,0
src/modules/assignments/types/interfaces.ts,Yashwanth Harikrishnan,69,123
src/modules/assignments/types/interfaces.ts,Sanja Mitrovic,82,254
src/modules/assignments/types/interfaces.ts,Sergei Zaliubovskii,3,0
src/modules/assignments/types/interfaces.ts,Juan Bigorra,2,1
src/modules/assignments/types/serviceTypes.ts,Yashwanth Harikrishnan,78,71
src/modules/assignments/types/serviceTypes.ts,Sanja Mitrovic,35,162
src/modules/assignments/types/serviceTypes.ts,Sergei Zaliubovskii,2,9
src/modules/assignments/types/serviceTypes.ts,Joel Pinto Ribeiro,0,5
src/modules/assignments/types/serviceTypes.ts,Juan Bigorra,4,4
src/modules/assignments/types/storeTypes.ts,Yashwanth Harikrishnan,90,74
src/modules/assignments/types/storeTypes.ts,Sanja Mitrovic,9,157
src/modules/assignments/types/storeTypes.ts,Sergei Zaliubovskii,9,21
src/modules/bids-deprecated/app/bid-table-cell/OrderListBid.spec.ts,Yashwanth Harikrishnan,199,97
src/modules/bids-deprecated/app/bid-table-cell/OrderListBid.spec.ts,Murali Mariappan,6,4
src/modules/bids-deprecated/app/bid-table-cell/OrderListBid.spec.ts,Alexey Ivanov,354,0
src/modules/bids-deprecated/app/bid-table-cell/OrderListBid.vue,Murali Mariappan,4,0
src/modules/bids-deprecated/app/bid-table-cell/OrderListBid.vue,Alexey Ivanov,160,0
src/modules/bids-deprecated/app/bid-table-cell/actions/OrderListBidActions.spec.ts,Murali Mariappan,9,2
src/modules/bids-deprecated/app/bid-table-cell/actions/OrderListBidActions.spec.ts,Sanja Mitrovic,28,66
src/modules/bids-deprecated/app/bid-table-cell/actions/OrderListBidActions.spec.ts,Alexey Ivanov,244,0
src/modules/bids-deprecated/app/bid-table-cell/actions/OrderListBidActions.vue,Yashwanth Harikrishnan,3,3
src/modules/bids-deprecated/app/bid-table-cell/actions/OrderListBidActions.vue,Murali Mariappan,7,6
src/modules/bids-deprecated/app/bid-table-cell/actions/OrderListBidActions.vue,Sanja Mitrovic,11,21
src/modules/bids-deprecated/app/bid-table-cell/actions/OrderListBidActions.vue,Alexey Ivanov,155,1
src/modules/bids-deprecated/app/bid-table-cell/status/OrderListBidStatus.spec.ts,Murali Mariappan,1,1
src/modules/bids-deprecated/app/bid-table-cell/status/OrderListBidStatus.spec.ts,Alexey Ivanov,234,0
src/modules/bids-deprecated/app/bid-table-cell/status/OrderListBidStatus.vue,Alexey Ivanov,352,0
src/modules/bids-deprecated/app/bid-table-cell/status/useBidStatus.spec.ts,Alexey Ivanov,158,0
src/modules/bids-deprecated/app/bid-table-cell/status/useBidStatus.ts,Alexey Ivanov,132,0
src/modules/bids-deprecated/app/bidding-block-actions/BiddingBlockActions.spec.ts,Murali Mariappan,1,4
