entity,author,added,deleted
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/OrderDetailsStops.spec.ts,Sanja Mitrovic,90,23
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/OrderDetailsStops.spec.ts,Sergei Zaliubovskii,1,1
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/RouteNotes.spec.ts,Sanja Mitrovic,58,58
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/RouteStep.spec.ts,Sanja Mitrovic,25,25
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/loadStopsList.spec.ts,Sanja Mitrovic,50,46
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/loadStopsList.spec.ts,Sergei Zaliubovskii,3,3
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/loadStopsList.spec.ts,Yashwanth Harikrishnan,4,8
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/verticalStepper.spec.ts,Yashwanth Harikrishnan,48,31
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/verticalStepper.spec.ts,Murali Mariappan,1,1
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/verticalStepper.spec.ts,Sanja Mitrovic,356,176
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/verticalStepper.spec.ts,Sergei Zaliubovskii,12,20
src/modules/orders/components/order-details/order-content/order-mobile/OrderBidBlock.vue,Sanja Mitrovic,106,105
src/modules/orders/components/order-details/order-content/order-mobile/OrderBidBlock.vue,Yashwanth Harikrishnan,14,16
src/modules/orders/components/order-details/order-content/order-mobile/OrderBidDialog.vue,Sergei Zaliubovskii,12,141
src/modules/orders/components/order-details/order-content/order-mobile/OrderBidDialog.vue,Sanja Mitrovic,164,22
src/modules/orders/components/order-details/order-content/order-mobile/OrderBidDialog.vue,Yashwanth Harikrishnan,41,63
src/modules/orders/components/order-details/order-content/order-mobile/__tests__/OrderBidBlock.spec.ts,Sanja Mitrovic,105,134
src/modules/orders/components/order-details/order-content/order-mobile/__tests__/OrderBidBlock.spec.ts,Yashwanth Harikrishnan,78,20
src/modules/orders/components/order-details/order-content/order-mobile/__tests__/OrderBidDialog.spec.ts,Sergei Zaliubovskii,6,58
src/modules/orders/components/order-details/order-content/order-mobile/__tests__/OrderBidDialog.spec.ts,Yashwanth Harikrishnan,12,47
src/modules/orders/components/order-details/order-content/order-mobile/__tests__/OrderBidDialog.spec.ts,Sanja Mitrovic,103,31
src/modules/orders/components/order-details/order-content/useSelectedOrder.spec.ts,Murali Mariappan,1,35
src/modules/orders/components/order-details/order-content/useSelectedOrder.spec.ts,Sanja Mitrovic,73,26
src/modules/orders/components/order-details/order-content/useSelectedOrder.spec.ts,Yashwanth Harikrishnan,55,19
src/modules/orders/components/order-details/order-content/useSelectedOrder.ts,Murali Mariappan,0,5
src/modules/orders/components/order-details/order-content/useSelectedOrder.ts,Sanja Mitrovic,32,11
src/modules/orders/components/order-details/order-content/useSelectedOrder.ts,Yashwanth Harikrishnan,14,8
src/modules/orders/components/order-details/order-footer/OrderDetailsFloatingBlock.vue,Sanja Mitrovic,153,158
src/modules/orders/components/order-details/order-footer/OrderDetailsFloatingBlock.vue,Yashwanth Harikrishnan,108,108
src/modules/orders/components/order-details/order-footer/__tests__/OrderDetailsFloatingBlock.spec.ts,Sanja Mitrovic,195,208
src/modules/orders/components/order-details/order-footer/__tests__/OrderDetailsFloatingBlock.spec.ts,Yashwanth Harikrishnan,70,44
src/modules/orders/components/order-details/order-header/LoadBundlesTabs.vue,Sanja Mitrovic,113,107
src/modules/orders/components/order-details/order-header/LoadBundlesTabs.vue,Sergei Zaliubovskii,4,10
src/modules/orders/components/order-details/order-header/OrderDetailsPagination.spec.ts,Murali Mariappan,20,1
src/modules/orders/components/order-details/order-header/OrderDetailsPagination.spec.ts,Sanja Mitrovic,56,0
src/modules/orders/components/order-details/order-header/OrderDetailsPagination.vue,Murali Mariappan,13,3
src/modules/orders/components/order-details/order-header/OrderDetailsPagination.vue,Sanja Mitrovic,210,44
src/modules/orders/components/order-details/order-header/OrderDetailsPagination.vue,Sergei Zaliubovskii,3,7
src/modules/orders/components/order-details/order-header/Tooltip.vue,Sanja Mitrovic,106,106
src/modules/orders/components/order-details/order-header/Tooltip.vue,Sergei Zaliubovskii,1,1
src/modules/orders/components/order-details/order-header/__tests__/LoadBundlesTabs.spec.ts,Sanja Mitrovic,53,53
src/modules/orders/components/order-details/order-next-suggestions/AlertModal.vue,Murali Mariappan,0,92
src/modules/orders/components/order-details/order-next-suggestions/AlertModal.vue,Sanja Mitrovic,94,2
src/modules/orders/components/order-details/order-next-suggestions/NextLoadSuggestionRow.vue,Murali Mariappan,0,90
src/modules/orders/components/order-details/order-next-suggestions/NextLoadSuggestionRow.vue,Sergei Zaliubovskii,9,6
src/modules/orders/components/order-details/order-next-suggestions/NextLoadSuggestionRow.vue,Sanja Mitrovic,95,8
src/modules/orders/components/order-details/order-next-suggestions/NextLoadSuggestions.vue,Murali Mariappan,0,120
src/modules/orders/components/order-details/order-next-suggestions/NextLoadSuggestions.vue,Sanja Mitrovic,148,28
src/modules/orders/components/order-details/order-next-suggestions/NextLoadSuggestions.vue,Sergei Zaliubovskii,3,3
src/modules/orders/components/order-details/order-next-suggestions/NextLoadSuggestions.vue,Yashwanth Harikrishnan,2,4
src/modules/orders/components/order-details/order-next-suggestions/OrderRouteTableCells.vue,Murali Mariappan,0,77
src/modules/orders/components/order-details/order-next-suggestions/OrderRouteTableCells.vue,Sanja Mitrovic,80,3
src/modules/orders/components/order-details/order-next-suggestions/__tests__/AlertModal.spec.ts,Murali Mariappan,0,61
src/modules/orders/components/order-details/order-next-suggestions/__tests__/AlertModal.spec.ts,Sergei Zaliubovskii,3,3
src/modules/orders/components/order-details/order-next-suggestions/__tests__/AlertModal.spec.ts,Sanja Mitrovic,61,0
src/modules/orders/components/order-details/order-next-suggestions/__tests__/NextLoadSuggestions.spec.ts,Murali Mariappan,0,46
src/modules/orders/components/order-details/order-next-suggestions/__tests__/NextLoadSuggestions.spec.ts,Yashwanth Harikrishnan,4,0
src/modules/orders/components/order-details/order-next-suggestions/__tests__/NextLoadSuggestions.spec.ts,Sergei Zaliubovskii,1,1
src/modules/orders/components/order-details/order-next-suggestions/__tests__/NextLoadSuggestions.spec.ts,Sanja Mitrovic,42,0
src/modules/orders/components/order-details/order-not-ready/OrderNotReady.vue,Yashwanth Harikrishnan,19,0
src/modules/orders/components/order-details/order-not-ready/index.ts,Yashwanth Harikrishnan,1,0
src/modules/orders/components/order-details/test-helpers/OrderDetailsPageWrapper.ts,Murali Mariappan,1,5
src/modules/orders/components/order-details/test-helpers/OrderDetailsPageWrapper.ts,Sanja Mitrovic,1,37
src/modules/orders/components/order-details/test-helpers/OrderDetailsPageWrapper.ts,Yashwanth Harikrishnan,151,130
src/modules/orders/events/OrderEventBusEvents.ts,Sanja Mitrovic,30,0
src/modules/orders/events/OrderEventConsumer.spec.ts,Sanja Mitrovic,936,283
src/modules/orders/events/OrderEventConsumer.spec.ts,Yashwanth Harikrishnan,2,1
src/modules/orders/events/OrderEventConsumer.ts,Sanja Mitrovic,550,223
src/modules/orders/events/OrderEventKeys.ts,Sanja Mitrovic,20,12
src/modules/orders/events/OrderEvents.ts,Sanja Mitrovic,445,171
src/modules/orders/events/OrderEvents.ts,Yashwanth Harikrishnan,3,3
src/modules/orders/events/OrderRepository.spec.ts,Sanja Mitrovic,416,184
src/modules/orders/events/OrderRepository.spec.ts,Murali Mariappan,84,0
src/modules/orders/events/OrderRepository.ts,Sanja Mitrovic,132,36
src/modules/orders/events/OrderRepository.ts,Murali Mariappan,20,5
src/modules/orders/events/index.ts,Sanja Mitrovic,8,0
src/modules/orders/events/mocks/OrderRepository.ts,Sanja Mitrovic,20,2
src/modules/orders/events/mocks/OrderRepository.ts,Murali Mariappan,2,1
src/modules/orders/events/mocks/index.ts,Sanja Mitrovic,2,0
src/modules/orders/featureFlags.ts,Sergei Zaliubovskii,1,1
src/modules/orders/mocks/MarketplaceClient.mock.ts,Yashwanth Harikrishnan,24,0
src/modules/orders/mocks/MarketplaceService.mock.ts,Sanja Mitrovic,0,10
src/modules/orders/mocks/MarketplaceService.mock.ts,Murali Mariappan,0,1
src/modules/orders/mocks/MarketplaceService.mock.ts,Yashwanth Harikrishnan,11,0
src/modules/orders/mocks/NLS-mock.ts,Sanja Mitrovic,196,42
src/modules/orders/mocks/NLS-mock.ts,Yashwanth Harikrishnan,8,12
src/modules/orders/mocks/loadBundlesMock.ts,Yashwanth Harikrishnan,0,438
src/modules/orders/mocks/loadBundlesMock.ts,Sanja Mitrovic,503,65
src/modules/orders/mocks/marketplace.mocks.ts,Yashwanth Harikrishnan,104,137
src/modules/orders/mocks/marketplace.mocks.ts,Murali Mariappan,6,5
src/modules/orders/mocks/marketplace.mocks.ts,Alexey Ivanov,2,2
src/modules/orders/mocks/marketplace.mocks.ts,Sanja Mitrovic,395,217
src/modules/orders/mocks/marketplace.mocks.ts,Sergei Zaliubovskii,22,25
src/modules/orders/mocks/marketplaceService.mocks.ts,Yashwanth Harikrishnan,0,6
src/modules/orders/mocks/marketplaceService.mocks.ts,Sergei Zaliubovskii,1,1
src/modules/orders/mocks/marketplaceService.mocks.ts,Sanja Mitrovic,13,7
src/modules/orders/mocks/orders.mock.ts,Yashwanth Harikrishnan,105,45
src/modules/orders/mocks/orders.mock.ts,Murali Mariappan,1,0
src/modules/orders/mocks/orders.mock.ts,Alexey Ivanov,4,4
src/modules/orders/mocks/orders.mock.ts,Sanja Mitrovic,312,182
src/modules/orders/mocks/orders.mock.ts,Sergei Zaliubovskii,33,33
src/modules/orders/mocks/store.mock.ts,Murali Mariappan,1,0
src/modules/orders/mocks/store.mock.ts,Yashwanth Harikrishnan,18,186
src/modules/orders/mocks/store.mock.ts,Sanja Mitrovic,1105,354
src/modules/orders/mocks/store.mock.ts,Sergei Zaliubovskii,0,319
src/modules/orders/mocks/transport-offers.mock.ts,Pol Ortiz,2,0
src/modules/orders/mocks/transport-offers.mock.ts,Sanja Mitrovic,4,2
src/modules/orders/mocks/transport-offers.mock.ts,Yashwanth Harikrishnan,375,96
src/modules/orders/mocks/transport-offers.mock.ts,Murali Mariappan,15,0
src/modules/orders/mocks/transport-offers.mock.ts,Alexey Ivanov,4,4
src/modules/orders/models/mocks/Filter.ts,Yashwanth Harikrishnan,24,46
src/modules/orders/models/mocks/Filter.ts,Sanja Mitrovic,22,92
src/modules/orders/models/mocks/Order.ts,Yashwanth Harikrishnan,52,11
src/modules/orders/models/mocks/Order.ts,Murali Mariappan,4,0
src/modules/orders/models/mocks/Order.ts,Alexey Ivanov,2,2
src/modules/orders/models/mocks/Order.ts,Sanja Mitrovic,31,19
src/modules/orders/models/mocks/index.ts,Yashwanth Harikrishnan,0,1
src/modules/orders/models/mocks/index.ts,Sanja Mitrovic,2,2
src/modules/orders/segmentEvents.ts,Sanja Mitrovic,236,195
src/modules/orders/segmentEvents.ts,Yashwanth Harikrishnan,23,54
src/modules/orders/segmentEvents.ts,Pablo Felipe Leonhart,3,3
src/modules/orders/segmentEvents.ts,Dmytro Fokin,2,2
src/modules/orders/segmentEvents.ts,Sergei Zaliubovskii,7,9
src/modules/orders/services/BiddingOrderService.ts,Sanja Mitrovic,53,53
src/modules/orders/services/BiddingRegularOrderService.ts,Sanja Mitrovic,81,100
src/modules/orders/services/BiddingRegularOrderService.ts,Yashwanth Harikrishnan,44,25
src/modules/orders/services/BiddingRegularOrderService.ts,Damilola Adeyemi,2,2
src/modules/orders/services/BiddingRegularOrderService.ts,Juan Bigorra,27,10
src/modules/orders/services/BiddingSpotOrderService.ts,Sanja Mitrovic,80,80
src/modules/orders/services/BiddingSpotOrderService.ts,Damilola Adeyemi,2,2
src/modules/orders/services/CarrierOrderService.spec.ts,Sanja Mitrovic,174,1
src/modules/orders/services/CarrierOrderService.spec.ts,Yashwanth Harikrishnan,18,24
src/modules/orders/services/CarrierOrderService.ts,Sanja Mitrovic,79,3
src/modules/orders/services/CarrierOrderService.ts,Yashwanth Harikrishnan,6,6
src/modules/orders/services/MarketplaceClient.spec.ts,Yashwanth Harikrishnan,923,386
src/modules/orders/services/MarketplaceClient.spec.ts,Sanja Mitrovic,141,232
src/modules/orders/services/MarketplaceClient.ts,Yashwanth Harikrishnan,362,64
src/modules/orders/services/MarketplaceClient.ts,Sanja Mitrovic,46,86
src/modules/orders/services/MarketplaceClient.ts,Murali Mariappan,5,14
src/modules/orders/services/MarketplaceOrderService.spec.ts,Sanja Mitrovic,8,215
src/modules/orders/services/MarketplaceOrderService.spec.ts,Yashwanth Harikrishnan,320,102
src/modules/orders/services/MarketplaceOrderService.spec.ts,Murali Mariappan,0,11
src/modules/orders/services/MarketplaceOrderService.ts,Yashwanth Harikrishnan,224,334
src/modules/orders/services/MarketplaceOrderService.ts,Sanja Mitrovic,368,309
src/modules/orders/services/MarketplaceOrderService.ts,Murali Mariappan,3,23
src/modules/orders/services/MarketplaceOrderService.ts,Sergei Zaliubovskii,27,64
src/modules/orders/services/__tests__/BiddingRegularOrderService.spec.ts,Sanja Mitrovic,112,155
src/modules/orders/services/__tests__/BiddingRegularOrderService.spec.ts,Yashwanth Harikrishnan,51,8
src/modules/orders/services/__tests__/BiddingSpotOrderService.spec.ts,Sanja Mitrovic,110,110
src/modules/orders/services/__tests__/BiddingSpotOrderService.spec.ts,Yashwanth Harikrishnan,1,1
src/modules/orders/services/__tests__/MarketplaceOrderService.spec.ts,Yashwanth Harikrishnan,16,158
src/modules/orders/services/__tests__/MarketplaceOrderService.spec.ts,Sergei Zaliubovskii,18,18
src/modules/orders/services/__tests__/MarketplaceOrderService.spec.ts,Sanja Mitrovic,159,17
src/modules/orders/services/errors/OrderServiceErrors.spec.ts,Sanja Mitrovic,36,0
src/modules/orders/services/errors/OrderServiceErrors.ts,Sanja Mitrovic,25,0
src/modules/orders/services/errors/OrderServiceErrors.ts,Murali Mariappan,8,1
src/modules/orders/services/errors/OrderServiceErrors.ts,Yashwanth Harikrishnan,6,6
src/modules/orders/services/marketplace-transformers.spec.ts,Yashwanth Harikrishnan,1385,1982
src/modules/orders/services/marketplace-transformers.spec.ts,Murali Mariappan,97,46
src/modules/orders/services/marketplace-transformers.spec.ts,Alexey Ivanov,4,4
src/modules/orders/services/marketplace-transformers.spec.ts,Sanja Mitrovic,5,15
src/modules/orders/services/marketplace-transformers.ts,Yashwanth Harikrishnan,331,754
src/modules/orders/services/marketplace-transformers.ts,Murali Mariappan,23,2
src/modules/orders/services/marketplace-transformers.ts,Alexey Ivanov,2,2
src/modules/orders/services/marketplace-transformers.ts,Sanja Mitrovic,13,27
src/modules/orders/services/transformers/chartering-transformers.spec.ts,Yashwanth Harikrishnan,1178,4
src/modules/orders/services/transformers/chartering-transformers.spec.ts,Pol Ortiz,40,40
src/modules/orders/services/transformers/chartering-transformers.ts,Yashwanth Harikrishnan,375,2
src/modules/orders/services/transformers/chartering-transformers.ts,Pol Ortiz,37,18
src/modules/orders/services/transformers/common-transformers.ts,Yashwanth Harikrishnan,372,7
src/modules/orders/services/transformers/common-transformers.ts,Pol Ortiz,8,49
src/modules/orders/services/transformers/marketplace-transformers.spec.ts,Yashwanth Harikrishnan,1183,17
src/modules/orders/services/transformers/marketplace-transformers.spec.ts,Pol Ortiz,102,0
src/modules/orders/services/transformers/marketplace-transformers.ts,Pol Ortiz,48,7
src/modules/orders/services/transformers/marketplace-transformers.ts,Yashwanth Harikrishnan,308,2
src/modules/orders/store/__tests__/actions.spec.ts,Yashwanth Harikrishnan,120,23
src/modules/orders/store/__tests__/actions.spec.ts,Sanja Mitrovic,23,15
src/modules/orders/store/__tests__/actions.spec.ts,Sergei Zaliubovskii,7,9
src/modules/orders/store/__tests__/getter.spec.ts,Yashwanth Harikrishnan,12,0
src/modules/orders/store/__tests__/mutations.spec.ts,Yashwanth Harikrishnan,15,0
src/modules/orders/store/actions.ts,Sanja Mitrovic,15,26
src/modules/orders/store/actions.ts,Yashwanth Harikrishnan,98,5
src/modules/orders/store/actions.ts,Sergei Zaliubovskii,3,4
src/modules/orders/store/getters.ts,Sanja Mitrovic,25,47
src/modules/orders/store/getters.ts,Yashwanth Harikrishnan,154,33
src/modules/orders/store/getters.ts,Sergei Zaliubovskii,2,2
src/modules/orders/store/index.ts,Yashwanth Harikrishnan,42,0
src/modules/orders/store/index.ts,Sanja Mitrovic,1,2
src/modules/orders/store/mutations.ts,Yashwanth Harikrishnan,57,0
src/modules/orders/store/mutations.ts,Sergei Zaliubovskii,1,1
src/modules/orders/store/mutations.ts,Sanja Mitrovic,0,9
src/modules/orders/tracking/OrderDetailsEvents.ts,Sanja Mitrovic,58,114
src/modules/orders/tracking/OrderDetailsEvents.ts,Yashwanth Harikrishnan,0,1
src/modules/orders/tracking/OrderListEvents.ts,Sanja Mitrovic,511,708
src/modules/orders/tracking/OrderListEvents.ts,Yashwanth Harikrishnan,1,7
src/modules/orders/tracking/OrderRepository.ts,Sanja Mitrovic,35,70
src/modules/orders/tracking/index.ts,Sanja Mitrovic,3,6
src/modules/orders/tracking/mocks/OrderRepository.ts,Sanja Mitrovic,14,14
src/modules/orders/tracking/mocks/index.ts,Sanja Mitrovic,2,2
src/modules/orders/types/enums.ts,Murali Mariappan,0,4
src/modules/orders/types/enums.ts,Sanja Mitrovic,44,40
src/modules/orders/types/enums.ts,Sergei Zaliubovskii,2,2
src/modules/orders/types/interfaces.ts,Murali Mariappan,9,2
src/modules/orders/types/interfaces.ts,Yashwanth Harikrishnan,70,66
src/modules/orders/types/interfaces.ts,Alexey Ivanov,2,2
src/modules/orders/types/interfaces.ts,Sanja Mitrovic,288,265
src/modules/orders/types/interfaces.ts,Sergei Zaliubovskii,2,13
src/modules/orders/types/serviceTypes.ts,Yashwanth Harikrishnan,8,18
src/modules/orders/types/serviceTypes.ts,Sergei Zaliubovskii,2,6
src/modules/orders/types/serviceTypes.ts,Sanja Mitrovic,66,45
src/modules/orders/types/storeTypes.ts,Yashwanth Harikrishnan,24,2
src/modules/orders/types/storeTypes.ts,Sanja Mitrovic,10,12
src/modules/readme.md,Sergei Zaliubovskii,88,0
src/modules/savedLanes/base/dependencies.ts,Sanja Mitrovic,46,46
src/modules/savedLanes/base/helpers.ts,Sanja Mitrovic,33,33
src/modules/savedLanes/components/MarketplaceFilters.vue,Sanja Mitrovic,330,330
src/modules/savedLanes/components/MarketplaceSavedLanes.vue,Sanja Mitrovic,71,71
src/modules/savedLanes/components/SavedLane.vue,Sanja Mitrovic,169,169
src/modules/savedLanes/components/SavedLaneConfirmDialog.vue,Sanja Mitrovic,121,121
src/modules/savedLanes/components/SavedLaneDetails.vue,Sanja Mitrovic,113,113
src/modules/savedLanes/components/SavedLaneEditDialog.vue,Sanja Mitrovic,320,320
src/modules/savedLanes/components/SavedLaneList.vue,Sanja Mitrovic,82,82
src/modules/savedLanes/components/SavedLaneWithOrders.vue,Sanja Mitrovic,74,74
src/modules/savedLanes/components/SavedLanesCarousel.vue,Sanja Mitrovic,156,156
src/modules/savedLanes/components/SavedLanesNoResults.vue,Sanja Mitrovic,67,67
src/modules/savedLanes/components/__tests__/MarketplaceSavedLanes.spec.ts,Sanja Mitrovic,84,84
src/modules/savedLanes/components/__tests__/SavedLane.spec.ts,Sanja Mitrovic,73,73
src/modules/savedLanes/components/__tests__/SavedLaneCarousel.spec.ts,Sanja Mitrovic,54,54
src/modules/savedLanes/components/__tests__/SavedLaneDetails.spec.ts,Sanja Mitrovic,123,123
src/modules/savedLanes/components/__tests__/SavedLanesNoResults.spec.ts,Sanja Mitrovic,38,38
src/modules/savedLanes/components/common/DropdownFilter.vue,Sanja Mitrovic,93,93
src/modules/savedLanes/components/common/RadiusAddressWrapper.vue,Sanja Mitrovic,33,33
src/modules/savedLanes/components/common/RadiusFilter.vue,Sanja Mitrovic,74,74
src/modules/savedLanes/components/common/__tests__/DropdownFilter.spec.ts,Sanja Mitrovic,66,66
src/modules/savedLanes/components/common/__tests__/RadiusAddressWrapper.spec.ts,Sanja Mitrovic,24,24
src/modules/savedLanes/components/common/__tests__/RadiusFilter.spec.ts,Sanja Mitrovic,34,34
src/modules/savedLanes/mocks/savedLanes.ts,Sanja Mitrovic,73,73
src/modules/savedLanes/segmentEvents.ts,Sanja Mitrovic,26,26
src/modules/savedLanes/services/SavedLaneOrderService.ts,Sanja Mitrovic,79,79
src/modules/savedLanes/store/action-types.ts,Sanja Mitrovic,7,7
src/modules/savedLanes/store/actions.ts,Sanja Mitrovic,186,186
src/modules/savedLanes/store/getter-types.ts,Sanja Mitrovic,3,3
src/modules/savedLanes/store/getters.ts,Sanja Mitrovic,18,18
src/modules/savedLanes/store/index.ts,Sanja Mitrovic,21,21
src/modules/savedLanes/store/mutations-types.ts,Sanja Mitrovic,7,7
src/modules/savedLanes/store/mutations.ts,Sanja Mitrovic,39,39
src/modules/savedLanes/types/enums.ts,Sanja Mitrovic,11,11
src/modules/savedLanes/types/helpers.ts,Sanja Mitrovic,20,20
src/modules/savedLanes/types/interfaces.ts,Sanja Mitrovic,41,41
src/modules/savedLanes/types/serviceTypes.ts,Sanja Mitrovic,57,57
src/modules/savedLanes/types/storeTypes.ts,Sanja Mitrovic,6,6
src/modules/tender/base/constants.ts,Yashwanth Harikrishnan,4,0
src/modules/tender/base/dependencies.ts,Sanja Mitrovic,87,57
src/modules/tender/base/dependencies.ts,Yashwanth Harikrishnan,4,4
src/modules/tender/base/dependencies.ts,Sergei Zaliubovskii,2,7
src/modules/tender/base/dependencies.ts,Pablo Felipe Leonhart,1,1
src/modules/tender/base/dependencies.ts,Dmytro Fokin,0,1
src/modules/tender/classes/tender-details/Capacity.ts,Sergei Zaliubovskii,1,2
src/modules/tender/classes/tender-details/Capacity.ts,Sanja Mitrovic,40,0
src/modules/tender/classes/tender-details/ContractInfo.ts,Sanja Mitrovic,64,15
src/modules/tender/classes/tender-details/ContractInfo.ts,Yashwanth Harikrishnan,23,10
src/modules/tender/classes/tender-details/ContractInfo.ts,Sergei Zaliubovskii,2,2
src/modules/tender/classes/tender-details/LoadDetails.ts,Sergei Zaliubovskii,2,6
src/modules/tender/classes/tender-details/LoadDetails.ts,Sanja Mitrovic,32,0
src/modules/tender/classes/tender-details/LoadRequirement.ts,Sanja Mitrovic,58,0
src/modules/tender/classes/tender-details/LoadSpecification.ts,Sergei Zaliubovskii,2,2
src/modules/tender/classes/tender-details/LoadSpecification.ts,Sanja Mitrovic,48,0
src/modules/tender/classes/tender-details/RouteLocation.ts,Sergei Zaliubovskii,1,1
src/modules/tender/classes/tender-details/RouteLocation.ts,Sanja Mitrovic,35,3
src/modules/tender/classes/tender-details/RouteLocationList.ts,Sergei Zaliubovskii,4,10
src/modules/tender/classes/tender-details/RouteLocationList.ts,Sanja Mitrovic,62,5
src/modules/tender/classes/tender-details/TenderDetailsResponse.ts,Yashwanth Harikrishnan,3,3
src/modules/tender/classes/tender-details/TenderDetailsResponse.ts,Sergei Zaliubovskii,1,1
src/modules/tender/classes/tender-details/TenderDetailsResponse.ts,Sanja Mitrovic,27,0
src/modules/tender/classes/tender-details/VehicleDetails.ts,Sergei Zaliubovskii,2,2
src/modules/tender/classes/tender-details/VehicleDetails.ts,Sanja Mitrovic,18,0
src/modules/tender/classes/tender-details/__tests__/ContractInfo.spec.ts,Yashwanth Harikrishnan,5,4
src/modules/tender/classes/tender-details/__tests__/ContractInfo.spec.ts,Sergei Zaliubovskii,3,11
src/modules/tender/classes/tender-details/__tests__/ContractInfo.spec.ts,Sanja Mitrovic,44,5
src/modules/tender/classes/tender-details/__tests__/LoadDetails.spec.ts,Sergei Zaliubovskii,6,8
src/modules/tender/classes/tender-details/__tests__/LoadDetails.spec.ts,Sanja Mitrovic,35,0
src/modules/tender/classes/tender-details/__tests__/LoadRequirement.spec.ts,Yashwanth Harikrishnan,23,1
src/modules/tender/classes/tender-details/__tests__/LoadRequirement.spec.ts,Sergei Zaliubovskii,1,4
src/modules/tender/classes/tender-details/__tests__/LoadRequirement.spec.ts,Sanja Mitrovic,43,1
src/modules/tender/classes/tender-details/__tests__/LoadSpecification.spec.ts,Sergei Zaliubovskii,2,6
src/modules/tender/classes/tender-details/__tests__/LoadSpecification.spec.ts,Sanja Mitrovic,19,0
src/modules/tender/classes/tender-details/__tests__/RouteLocationList.spec.ts,Sergei Zaliubovskii,2,2
src/modules/tender/classes/tender-details/__tests__/RouteLocationList.spec.ts,Sanja Mitrovic,46,6
src/modules/tender/classes/tender-details/__tests__/VehicleDetails.spec.ts,Sergei Zaliubovskii,4,4
src/modules/tender/classes/tender-details/__tests__/VehicleDetails.spec.ts,Sanja Mitrovic,21,0
src/modules/tender/components/tender-details/Loader.vue,Sergei Zaliubovskii,1,1
src/modules/tender/components/tender-details/Loader.vue,Sanja Mitrovic,75,2
src/modules/tender/components/tender-details/TenderDetails.vue,Sanja Mitrovic,149,59
src/modules/tender/components/tender-details/TenderDetails.vue,Yashwanth Harikrishnan,12,17
src/modules/tender/components/tender-details/TenderDetails.vue,Pablo Felipe Leonhart,4,4
src/modules/tender/components/tender-details/TenderDetails.vue,Dmytro Fokin,4,3
src/modules/tender/components/tender-details/TenderDetails.vue,Sergei Zaliubovskii,8,8
src/modules/tender/components/tender-details/TenderDetailsFloatingBlock.vue,Sanja Mitrovic,46,5
src/modules/tender/components/tender-details/TenderDetailsFloatingBlock.vue,Sergei Zaliubovskii,1,1
src/modules/tender/components/tender-details/TenderError.vue,Sanja Mitrovic,57,4
src/modules/tender/components/tender-details/TenderError.vue,Yashwanth Harikrishnan,2,1
src/modules/tender/components/tender-details/__tests__/Loader.spec.ts,Murali Mariappan,1,1
src/modules/tender/components/tender-details/__tests__/Loader.spec.ts,Sanja Mitrovic,26,1
src/modules/tender/components/tender-details/__tests__/TenderDetails.spec.ts,Murali Mariappan,1,4
src/modules/tender/components/tender-details/__tests__/TenderDetails.spec.ts,Sanja Mitrovic,198,56
src/modules/tender/components/tender-details/__tests__/TenderDetails.spec.ts,Yashwanth Harikrishnan,57,26
src/modules/tender/components/tender-details/__tests__/TenderDetails.spec.ts,Pablo Felipe Leonhart,2,2
src/modules/tender/components/tender-details/__tests__/TenderDetails.spec.ts,Sergei Zaliubovskii,8,11
src/modules/tender/components/tender-details/__tests__/TenderError.spec.ts,Murali Mariappan,1,4
src/modules/tender/components/tender-details/__tests__/TenderError.spec.ts,Sergei Zaliubovskii,2,2
src/modules/tender/components/tender-details/__tests__/TenderError.spec.ts,Sanja Mitrovic,45,1
src/modules/tender/components/tender-details/tender-content/TenderBid.vue,Alexey Ivanov,2,2
src/modules/tender/components/tender-details/tender-content/TenderBid.vue,Sergei Zaliubovskii,11,11
src/modules/tender/components/tender-details/tender-content/TenderBid.vue,Sanja Mitrovic,58,4
src/modules/tender/components/tender-details/tender-content/TenderBid.vue,Yashwanth Harikrishnan,15,5
src/modules/tender/components/tender-details/tender-content/TenderContent.vue,Sanja Mitrovic,132,20
src/modules/tender/components/tender-details/tender-content/TenderContent.vue,Yashwanth Harikrishnan,36,14
src/modules/tender/components/tender-details/tender-content/TenderContent.vue,Sergei Zaliubovskii,19,18
src/modules/tender/components/tender-details/tender-content/TenderMap.vue,Sergei Zaliubovskii,2,7
src/modules/tender/components/tender-details/tender-content/TenderMap.vue,Sanja Mitrovic,46,8
src/modules/tender/components/tender-details/tender-content/TenderRoute.vue,Sergei Zaliubovskii,1,4
src/modules/tender/components/tender-details/tender-content/TenderRoute.vue,Sanja Mitrovic,82,3
src/modules/tender/components/tender-details/tender-content/__tests__/TenderBid.spec.ts,Murali Mariappan,1,1
