entity,added,deleted,commits
src/common/components/load-stops-list/StopAccordion.vue,55,14,5
src/common/services/MarketplaceService.ts,55,55,2
src/modules/assignments/store/mutations.ts,55,129,8
src/modules/tender/components/tender-list/tender-table-row/TenderTableCellWeeklyVolume.vue,55,3,2
src/modules/bids/store/mocks/getters.ts,54,76,8
src/modules/filters/components/filter-list/__tests__/SavedLaneCarousel.spec.ts,54,162,4
src/modules/accept-now/segmentEvents.ts,54,102,4
src/modules/bids/services/BiddingService.spec.ts,54,0,1
src/modules/savedLanes/components/__tests__/SavedLaneCarousel.spec.ts,54,54,2
src/modules/filters/models/constants.ts,54,4,4
src/modules/assignments/components/orders/OrderLoadDescriptionTableCell.vue,54,152,7
src/common/mocks/vehicleTypes.mock.ts,53,17,3
src/modules/orders/services/BiddingOrderService.ts,53,53,4
src/tenants.ts,53,53,3
.env.dev,53,37,21
src/modules/orders/components/order-details/OrderDetailsRefreshDialog.vue,53,53,3
src/modules/accept-now/models/mocks/accept-now-mock.ts,53,53,7
src/modules/orders/components/order-details/order-header/__tests__/LoadBundlesTabs.spec.ts,53,53,2
src/common/components/table/Table.vue,53,2,2
src/languages.ts,53,53,2
src/modules/orders/components/order-details/order-content/order-load-details/OrderDetailsExpectedCost.vue,53,53,4
src/modules/tender/components/tender-list/TendersTableEmpty.vue,52,12,4
src/modules/tender/classes/tender-details/__tests__/ContractInfo.spec.ts,52,20,5
src/modules/assignments/components/OrderDetailsTotalPrice.vue,52,134,6
src/services/TruckLoadStorage.ts,52,52,3
src/modules/tender/store/actions.ts,52,18,7
src/modules/orders/classes/MultiStop.ts,52,1,2
src/application/displayTruckloads.ts,52,52,3
src/modules/accept-now-deprecated/models/accept-now.ts,52,9,5
src/marketplace/application/displayTruckloads.ts,51,0,1
src/modules/marketplace/components/table/Table.vue,51,1,3
src/modules/tender/components/tender-details/tender-content/tender-bids/__tests__/TenderBidChangeDialog.spec.ts,51,9,4
src/modules/filters/models/serviceTypes.ts,51,17,4
src/modules/tender/components/tender-details/tender-content/tender-load-details/__tests__/TenderVehicles.spec.ts,51,5,4
src/modules/bids/composition/useAcceptNowNotification/useAcceptNowNotification.ts,51,51,3
src/modules/assignments/components/orders/__tests__/OrderIdTableCell.spec.ts,51,151,5
src/common/classes/__tests__/DayDifference.spec.ts,51,70,3
src/modules/marketplace/components/orders/__tests__/OrderActionsButtonTableCell.spec.ts,51,51,3
src/common/components/__tests__/TableNoResults.spec.ts,51,2,3
src/common/components/RefreshDialog.vue,51,4,2
src/modules/tender/components/tender-list/TenderTableTitle.vue,51,5,3
src/modules/assignments/classes/OrderAssignment.ts,51,129,6
src/common/services/helpers.ts,51,51,3
src/common/components/MapPlaceholder.vue,51,2,2
src/common/components/load-stops-list/TimezoneAcronym.spec.ts,51,1,2
src/modules/tender/components/tender-list/tender-table-row/TenderTableCellVehicleTypes.vue,50,3,2
src/marketplace/services/TruckLoadStorage.ts,50,0,1
src/modules/tender/classes/tender-details/LoadSpecification.ts,50,2,2
src/modules/assignments/common/Table.vue,50,150,4
src/common/services/SavedLanesService.ts,50,50,2
src/modules/assignments/components/orders/__tests__/LoadWeightSpecification.spec.ts,50,148,5
src/modules/bids/app/bidding-block/accepted-state/AcceptedState.vue,49,97,4
src/modules/marketplace/components/orders/complementary-loads/composition/useComplementaryLoads.spec.ts,49,0,1
src/common/components/load-stops-list/ShowLess.vue,49,6,5
src/modules/accept-now-deprecated/composition/useAcceptNowNotification.ts,49,0,1
src/modules/tender/components/tender-details/__tests__/TenderError.spec.ts,48,7,4
src/modules/marketplace/components/LoadMore/LoadMore.vue,48,5,3
src/modules/tender/classes/tender-details/__tests__/RouteLocationList.spec.ts,48,8,3
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsDialogHeadline.vue,48,144,4
src/common/http/models/mocks/http-client-mock.ts,48,17,7
src/common/types/constants.ts,48,64,7
src/modules/tender/components/tender-details/tender-content/TenderMap.vue,48,15,4
src/common/services/interfaces/IGenericService.ts,48,48,7
src/common/testing/test-helpers.ts,47,7,4
src/common/classes/DayDifference.ts,47,47,3
src/common/compositions/useInterval.spec.ts,47,0,1
src/modules/orders/components/order-details/order-next-suggestions/__tests__/NextLoadSuggestions.spec.ts,47,47,4
src/modules/bids/app/bidding-block/useBidInAwaitingMatchingConfirmationState.ts,47,88,4
src/modules/filters/events/FilterEventKeys.ts,47,20,5
src/common/config/env.ts,47,47,3
src/modules/tender/components/tender-details/TenderDetailsFloatingBlock.vue,47,6,4
src/event-tracking/EventBus.ts,47,94,3
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsDialogHeadline.spec.ts,47,139,5
src/modules/assignments/services/CarrierAssignmentService.ts,46,45,9
src/modules/orders/types/enums.ts,46,46,5
src/common/base/compositions/notifications/usePushNotification.ts,46,46,3
src/common/components/load-stops-list/LoadStopsList.vue,46,46,3
src/modules/tender/services/TenerService.spec.ts,46,46,2
src/modules/orders/models/mocks/Filter.ts,46,138,5
src/modules/orders/components/order-details/order-content/useSelectedOrder.ts,46,24,7
src/tracking/segment.ts,46,55,8
src/modules/assignments/components/orders/LoadWeightSpecification.vue,46,138,4
src/modules/assignments/http/__tests__/helpers.spec.ts,46,138,4
src/modules/bids-deprecated/app/bidding-block/useBidInAcceptedState.ts,46,0,2
src/modules/savedLanes/base/dependencies.ts,46,46,3
public/index.html,45,24,7
src/store/getters.ts,45,3,5
src/common/services/custom-errors.ts,45,45,3
src/modules/design/components/FallbackFetchAgain.vue,45,3,2
src/modules/accept-now-deprecated/events/AcceptNowRepository.spec.ts,45,9,2
src/filters/services/RouterService.ts,44,44,6
src/modules/orders/classes/DayDifferenceExact.ts,44,0,1
src/modules/marketplace/components/LoadMore/__tests__/LoadMore.spec.ts,44,4,3
src/modules/bids-deprecated/store/mocks/getters.ts,44,0,2
src/modules/marketplace/components/orders/complementary-loads/ComplementaryLoadsHeader.vue,44,0,1
src/modules/bids-deprecated/store/mocks/store.ts,44,0,2
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsTotalPrice.spec.ts,44,130,5
src/modules/orders/store/index.ts,43,2,4
src/events/trackCustomEvent.spec.ts,43,3,5
src/modules/orders/components/order-details/order-content/order-load-details/__tests__/OrderDetailsExpectedCost.spec.ts,43,43,4
src/modules/assignments/services/__tests__/CarrierAssignmentService.spec.ts,43,43,6
src/modules/tender/components/tender-details/tender-header/DetailsHeader.vue,43,43,3
jest.base.config.ts,43,1,4
src/modules/tender/components/tender-details/tender-content/tender-load-details/TenderRequirements.vue,43,3,2
src/modules/filters/base/dependencies.ts,43,93,12
src/modules/marketplace/components/orders/OrderPalletExchangeTableCell.vue,43,2,3
src/modules/bids/services/BiddingService.ts,43,8,4
src/tracking/helpers.ts,43,10,8
src/modules/tender/components/tender-details/tender-content/tender-load-details/HeaderSlot.vue,42,8,3
src/integrations/datadog.ts,42,0,1
src/filters/responsibility.md,42,1,2
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsLoadSection.spec.ts,42,124,5
src/modules/orders/components/order-details/order-content/order-load-details/order-description/__tests__/OrderDetailsLoadSection.spec.ts,42,3,4
src/modules/tender/components/tender-details/tender-content/tender-load-details/TenderSpecifications.vue,42,3,2
src/common/components/DayDifference.vue,42,42,4
src/common/base/mixins/refreshDialogMixin.ts,42,3,3
src/modules/tender/classes/tender-details/Capacity.ts,41,2,2
src/modules/assignments/components/AssignmentsTableTitles.vue,41,119,6
src/modules/savedLanes/types/interfaces.ts,41,41,2
src/modules/marketplace/constants.ts,41,76,9
src/modules/tender/components/tender-details/tender-content/tender-load-details/TenderVehicles.vue,41,7,3
src/modules/tender/classes/tender-details/__tests__/LoadDetails.spec.ts,41,8,2
src/modules/bids-deprecated/composition/useBids.ts,40,0,2
src/common/components/load-stops-list/EllipseIcon.vue,40,2,2
.env.prod,40,25,21
src/modules/tender/styles/responsive.scss,40,0,1
src/modules/tender/components/tender-details/tender-content/tender-load-details/__tests__/HeaderSlot.spec.ts,40,2,3
src/modules/tender/components/tender-details/tender-content/tender-bids/TenderBidChangeDialog.vue,39,2,2
src/notifications/notifications.spec.ts,39,0,1
src/modules/savedLanes/store/mutations.ts,39,39,2
src/modules/bids/store/mocks/store.ts,39,61,5
src/modules/notifications/compositions/usePushNotification.ts,39,0,1
src/modules/orders/services/errors/OrderServiceErrors.ts,39,7,6
webpack/dev-config.js,39,0,3
src/modules/tender/components/tender-details/tender-header/BackButton.vue,39,39,3
src/modules/assignments/mocks/AssignmentService.mock.ts,39,105,6
src/modules/filters/components/__tests__/SavedLanesNoResults.spec.ts,39,115,5
src/common/compositions/useTotalDistance.ts,39,0,1
src/modules/filters/services/errors/FilterServiceErrors.spec.ts,38,0,1
src/modules/assignments/components/orders/OrderSpecificationsTableCell.vue,38,108,6
src/common/compositions/useSmartBanner.ts,38,0,1
src/modules/bids/app/bidding-block/bidding-statuses/useBiddingStatus.ts,38,73,7
src/modules/savedLanes/components/__tests__/SavedLanesNoResults.spec.ts,38,38,2
src/modules/filters/services/errors/SavedLaneServiceErrors.spec.ts,38,38,2
src/modules/assignments/store/index.ts,38,100,7
src/modules/filters/components/filter-details/FilterMenus.spec.ts,38,1,2
src/modules/filters/components/filter-bar/__tests__/useSorting.spec.ts,38,114,4
src/modules/bids/events/BidEventKeys.ts,38,34,7
src/modules/accept-now/events/AcceptNowRepository.spec.ts,37,37,2
src/modules/bids/app/bidding-block/accepted-state/AcceptedState.spec.ts,37,74,3
src/modules/bids/app/bidding-block/awaiting-matching-confirmation-state/AwaitingMatchingConfirmationState.spec.ts,37,74,3
src/modules/assignments/components/ValidityCounter.vue,37,103,6
src/modules/marketplace/classes/MarketplaceTab.ts,37,37,2
src/modules/accept-now/composition/useAcceptNow.spec.ts,37,37,2
src/common/components/load-stops-list/RouteDistance.vue,37,6,3
src/modules/orders/components/common/DayDifferenceExact.vue,37,1,2
src/integrations/monitoring.ts,37,0,1
src/common/components/TermsAndConditions.vue,37,3,2
src/modules/tender/services/TenderClient.spec.ts,36,36,2
src/modules/marketplace/store/getters.spec.ts,36,0,1
src/modules/orders/services/errors/OrderServiceErrors.spec.ts,36,0,1
src/orchestrated/notifications.ts,36,16,7
microfrontends/loader.ts,36,36,2
src/modules/tender/classes/tender-details/RouteLocation.ts,36,4,3
src/marketplace/ui/ComplementaryLoads.vue,36,0,1
src/common/components/TermsAndConditions.spec.ts,35,3,3
src/common/filter/__tests__/DateRangePicker.spec.ts,35,105,4
src/modules/assignments/types/constants.ts,35,101,7
src/modules/assignments/common/TableTitlesWrapper.vue,35,105,4
src/filters/di/index.ts,35,35,4
src/modules/marketplace/components/orders/complementary-loads/ComplementaryLoads.vue,35,0,1
src/modules/assignments/components/__tests__/AssignmentsFilters.spec.ts,35,35,3
src/common/events/SharedDataRepository.spec.ts,35,35,2
src/common/compositions/useRoute.ts,35,0,2
src/modules/filters/components/common/__tests__/RadiusFilter.spec.ts,35,103,5
src/modules/marketplace/types/storeTypes.ts,35,18,17
src/modules/marketplace/components/orders/OrderSpecificationsTableCell.vue,35,2,3
src/modules/assignments/components/orders/OrderIdTableCell.vue,35,101,6
src/modules/filters/segmentEvents.ts,35,48,8
src/modules/orders/tracking/OrderRepository.ts,35,70,3
src/notifications/notifications.ts,35,13,3
src/modules/tender/components/tender-list/tender-table-row/TenderBidStatus.spec.ts,35,1,2
src/common/base/constants.ts,35,17,4
sonar-project.properties,35,7,5
src/modules/bids/tracking/BidEventBusEvents.ts,35,35,4
src/common/types/stopTypes.ts,35,1,2
src/filters/services/FilterStorageService.ts,34,2,2
src/modules/marketplace/components/orders/OrderRecommendation.vue,34,3,3
src/modules/assignments/components/orders/__tests__/OrderLoadDescriptionTableCell.spec.ts,34,100,5
src/filters/di/container.ts,34,0,1
src/modules/savedLanes/components/common/__tests__/RadiusFilter.spec.ts,34,34,2
src/modules/tender/classes/tender-details/LoadDetails.ts,34,6,2
src/modules/bids-deprecated/services/mocks/BiddingClient-mock.ts,34,6,7
src/modules/filters/components/filter-add/responsibility.md,34,0,1
src/modules/orders/types/storeTypes.ts,34,14,7
src/modules/assignments/components/AssignmentsFilters.spec.ts,34,102,4
src/modules/assignments/components/orders/OrderRequirementsTableCell.vue,34,98,6
src/modules/accept-now/composition/useAcceptNow.ts,33,33,5
src/experiments/accept-now/VariantB.ts,33,33,3
src/modules/tender/components/tender-details/tender-header/__tests__/DetailsHeader.spec.ts,33,33,3
src/modules/filters/components/common/RadiusAddressWrapper.vue,33,33,2
src/modules/savedLanes/components/common/RadiusAddressWrapper.vue,33,33,2
src/modules/marketplace/base/dependencies.ts,33,23,14
src/modules/filters/filter-add/RadiusAddressWrapper.vue,33,33,2
ReadMe.md,33,66,3
src/experiments/accept-now/components/AcceptNowBanner.vue,33,33,3
src/modules/assignments/components/orders/__tests__/OrderSpecificationsTableCell.spec.ts,33,99,4
src/modules/savedLanes/base/helpers.ts,33,33,2
src/common/enums/stopTypes.ts,33,1,2
src/common/base/casing.ts,33,33,3
src/modules/tender/components/tender-details/tender-header/__tests__/TenderHeader.spec.ts,33,33,3
src/modules/currencies/formatCurrency.spec.ts,33,0,1
src/modules/orders/OrderEvent.ts,32,32,4
src/modules/bids/models/mocks/ResponseWrapper.ts,32,63,4
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsSectionHeadline.spec.ts,32,94,5
src/modules/assignments/http/helpers.ts,32,96,4
src/filters/application/useFilters.spec.ts,32,32,4
src/common/compositions/useFeatureFlag.ts,32,5,3
src/experiments/price-guidance/components/PriceGuidanceBanner.vue,32,0,1
src/common/components/table/TableTitles.vue,32,0,1
src/modules/bids-deprecated/composition/useLowestBidPrice.ts,32,0,2
src/modules/tender/store/index.ts,32,5,2
src/modules/tender/classes/tender-details/TenderDetailsResponse.ts,31,4,3
src/modules/marketplace/components/orders/__tests__/OrderBundleTableCell.spec.ts,31,31,2
jest.base.config.js,31,31,3
src/common/base/mixins/__tests__/RefreshDialogTestComponent.vue,31,12,5
.env.e2e,31,23,11
src/modules/assignments/base/casing.ts,31,93,4
src/common/compositions/useDomesticCarrier.ts,30,0,3
.eslintrc.js,30,5,2
src/modules/orders/events/OrderEventBusEvents.ts,30,0,1
src/modules/bids/tracking/BidRepository.ts,29,58,3
src/common/components/load-stops-list/LineDashedIcon.vue,29,2,2
src/common/di/container.ts,29,9,3
src/common/services/interfaces/IRestService.ts,29,25,9
src/modules/tender/store/getters.ts,29,5,3
src/modules/assignments/store/getters.ts,29,71,8
src/modules/filters/events/FilterEventBusEvents.ts,29,0,1
src/styles/dialog-style.scss,29,0,1
src/components/Assignments.vue,28,28,4
src/common/components/load-stops-list/__tests__/verticalStepper.spec.ts,28,28,3
src/modules/bids/app/bidding-block/useBiddingStatuses.ts,28,28,2
src/modules/assignments/components/table/__tests__/TableCell.spec.ts,28,28,2
src/common/components/table-plankton/__tests__/TableCell.spec.ts,28,28,2
src/modules/orders/classes/__tests__/SpotBid.spec.ts,28,28,3
src/common/env.ts,28,0,2
.eslintrc.json,28,0,1
src/common/compositions/useUrlQueryParams.spec.ts,28,0,1
src/modules/filters/services/errors/FilterServiceErrors.ts,27,0,1
src/modules/bids/app/bidding-block/useBidInAcceptedState.ts,27,50,4
src/styles/style-variables.scss,27,1,2
src/event/EventTracker.spec.ts,27,27,2
src/common/analytics/SegmentObserver.ts,27,27,4
src/filters/application/index.ts,27,27,3
src/modules/filters/services/errors/SavedLaneServiceErrors.ts,27,27,2
src/modules/tender/components/tender-details/tender-header/TenderHeader.vue,27,27,3
src/modules/bids/composition/useBids.ts,27,47,4
src/modules/accept-now/app/accept-now-block/useAcceptNowBlock.ts,27,27,5
src/modules/accept-now/AcceptNowEvent.ts,27,54,3
src/modules/tender/components/tender-details/__tests__/Loader.spec.ts,27,2,3
src/common/components/__tests__/MapPlaceholder.spec.ts,27,4,4
src/filters/application/use-cases/FilterDropOffRadiusUseCase.ts,26,5,3
src/orchestrated/error-handler.ts,26,9,6
src/experiments/accept-now/VariantC.ts,26,26,2
src/filters/application/use-cases/FilterPickupRadiusUseCase.ts,26,5,3
microfrontends/example.ts,26,26,2
src/modules/bids/services/IBiddingService.ts,26,36,10
src/modules/marketplace/components/orders/__tests__/OrderSpecificationsTableCell.spec.ts,26,3,2
src/modules/filters/models/filter-mappers.ts,26,0,1
src/events/trackCustomEvent.ts,26,14,4
src/modules/orders/classes/__tests__/SingleStop.spec.ts,26,6,3
src/modules/savedLanes/segmentEvents.ts,26,26,3
src/store/getter.spec.ts,26,0,1
src/common/events/SharedDataRepository.ts,26,26,2
src/filters/mocks/index.ts,26,0,1
lefthook.yml,26,4,3
src/common/components/load-stops-list/Stop.vue,26,26,3
src/modules/filters/components/common/__tests__/RadiusAddressWrapper.spec.ts,25,73,5
src/modules/tender/services/errors/TenderServiceError.spec.ts,25,0,1
src/experiments/accept-now/ExperimentVariation.ts,25,25,4
src/modules/tender/classes/tender-details/__tests__/VehicleDetails.spec.ts,25,4,2
src/common/services/authService.ts,25,13,4
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/RouteStep.spec.ts,25,25,2
src/application/ports.ts,25,25,3
src/common/components/load-stops-list/__tests__/RouteStep.spec.ts,25,0,1
src/common/components/load-stops-list/LineDashedIcon copy.vue,25,25,2
src/modules/filters/components/filter-add/Approach_for_refactoring.md,25,0,1
src/modules/assignments/http/mocks/ServiceHelpers.ts,25,75,4
src/modules/savedLanes/components/common/__tests__/RadiusAddressWrapper.spec.ts,24,24,2
src/common/components/load-stops-list/__tests__/loadStopsList.spec.ts,24,23,3
src/modules/tender/segmentEvents.ts,24,14,4
src/marketplace.ts,24,24,6
src/modules/orders/mocks/MarketplaceClient.mock.ts,24,0,9
src/modules/marketplace/analytics/SegmentObserver.ts,24,24,3
src/marketplace/application/ports.ts,24,0,1
src/common/compositions/useInterval.ts,24,0,1
src/common/http/request-manager.spec.ts,24,0,1
src/modules/bids/models/SpotBid.spec.ts,24,24,3
src/common/services/RouterRepository.ts,23,0,1
src/experiments/accept-now/components/AcceptNowBanner.spec.ts,23,23,3
.env.uat,23,11,8
src/modules/marketplace/store/mocks/store.ts,23,0,1
src/components/OrderDetails.vue,23,23,3
src/modules/tender/services/TenderClient.ts,23,23,2
src/filters/ui/useFilters.spec.ts,23,0,1
src/modules/bids/tracking/trackBidEvent.spec.ts,23,45,5
src/common/components/table/TableCell.vue,23,3,3
src/common/shell/di/index.ts,22,22,3
src/common/http/mocks/http-client.mocks.ts,22,13,3
Dockerfile,22,7,8
src/modules/orders/classes/__tests__/MultiStop.spec.ts,22,0,1
src/types/sharedData.d.ts,22,29,6
src/modules/bids/tracking/trackBidEvent.ts,22,37,9
src/error-handler.ts,22,22,3
src/modules/orders/events/mocks/OrderRepository.ts,22,3,9
src/modules/assignments/types/enums.ts,22,44,7
src/modules/marketplace/components/orders/complementary-loads/composition/useComplementaryLoads.ts,22,0,1
src/modules/accept-now-deprecated/app/accept-now-block/useAcceptNowBlock.ts,22,1,2
src/modules/assignments/mocks/multiStop.ts,21,63,4
nginx.conf,21,0,1
src/modules/marketplace/models/mocks/Orders.ts,21,0,3
src/modules/tender/classes/tender-details/__tests__/LoadSpecification.spec.ts,21,6,2
src/modules/marketplace/store/mocks/state.ts,21,0,2
src/layouts/PageContent.vue,21,21,2
src/config.ts,21,15,7
src/event/trackCustomEvent.spec.ts,21,21,2
src/experiments/price-guidance/usePriceGuidance.ts,21,2,3
src/modules/savedLanes/store/index.ts,21,21,2
src/modules/bids-deprecated/events/BidEventKeys.ts,20,0,2
.prettierignore,20,1,3
src/modules/marketplace/tracking/mocks/SearchRepository.ts,20,1,6
src/modules/tender/classes/tender-details/VehicleDetails.ts,20,2,2
src/modules/filters/components/MarketplaceFilters.vue,20,20,2
src/modules/bids-deprecated/services/IBiddingService.ts,20,10,3
src/filters/application/use-cases/LocationUseCase.ts,20,20,3
.env.stg,20,0,1
src/modules/assignments/base/mixins/autoReload.ts,20,46,5
src/modules/savedLanes/types/helpers.ts,20,20,2
src/modules/orders/events/OrderEventKeys.ts,20,12,6
src/modules/filters/models/storeTypes.ts,20,8,5
src/experiments/time-auction/mocks/useTimeAuction.ts,19,5,3
src/modules/orders/components/order-details/order-not-ready/OrderNotReady.vue,19,0,1
src/modules/bids-deprecated/composition/mocks/useBidActions.ts,19,0,2
src/common/components/table/__tests__/TableTitles.spec.ts,19,1,2
src/modules/marketplace/Marketplace.vue,19,20,3
src/marketplace/application/ApplicationFactory.ts,19,0,1
src/experiments/accept-now/mocks/useAcceptNowExperiment.ts,19,19,5
src/application/ApplicationFactory.ts,19,19,2
src/modules/marketplace/store/mocks/getters.ts,19,4,7
src/common/components/table/__tests__/TableCell.spec.ts,18,0,1
Dockerfile.e2e,18,2,4
src/common/base/notifications.ts,18,18,2
src/common/components/table/__tests__/TableRow.spec.ts,18,0,1
src/events/mocks/EventBus.ts,18,0,4
jest.config.ts,18,0,1
src/modules/bids-deprecated/services/mocks/BiddingService-mock.ts,18,2,3
src/modules/savedLanes/store/getters.ts,18,18,2
src/experiments/accept-now/VariantA.ts,17,17,5
src/modules/assignments/http/interfaces/IGenericService.ts,17,51,4
src/experiments/time-auction/components/TimeAuctionHeader.vue,17,0,1
src/experiments/accept-now/ControlGroup.ts,17,17,5
src/experiments/accept-now/components/NumberOfBidsHeader.vue,17,17,2
src/common/compositions/useWindow.spec.ts,17,0,1
src/modules/assignments/http/interfaces/IRestService.ts,16,48,4
src/modules/bids/events/mocks/BidRepository.ts,16,16,4
src/modules/Marketplace.vue,16,15,2
src/store/helpers.ts,16,8,7
src/modules/filters/components/common/index.ts,16,3,5
src/modules/bids/composition/useLowestBidPrice.ts,16,32,3
src/components/TenderDetails.vue,16,16,3
src/components/Marketplace.vue,16,16,2
src/common/scripts/helpers.ts,16,16,2
src/modules/assignments/common/__tests__/TableTitlesWrapper.spec.ts,16,46,5
src/modules/filters/models/index.ts,16,3,4
src/modules/bids-deprecated/events/mocks/BidRepository.ts,16,0,2
src/modules/tender/services/errors/TenderServiceError.ts,15,0,1
src/common/segmentEvents.ts,15,12,6
src/modules/orders/store/__tests__/mutations.spec.ts,15,0,1
src/marketplace/services/TruckLoadQuery.ts,15,0,1
src/components/Tenders.vue,15,15,3
src/modules/marketplace/di/index.ts,15,15,3
src/event/EventTracker.ts,15,15,2
src/modules/accept-now-deprecated/events/AcceptNowRepository.ts,15,2,2
src/services/TruckLoadQuery.ts,15,15,2
src/common/services/interfaces/IGetService.ts,15,15,5
src/common/services/enums/apiErrors.ts,15,15,2
src/modules/assignments/http/enums/apiErrors.ts,15,45,4
webpack/webpack.e2e.js,15,1,2
src/event/trackCustomEvent.ts,15,15,2
src/modules/orders/mocks/marketplaceService.mocks.ts,14,14,4
src/common/enums/biddingApiErrors.ts,14,14,2
src/modules/bids/services/mocks/BiddingClient-mock.ts,14,26,6
src/modules/accept-now/events/AcceptNowEventKeys.ts,14,9,5
src/modules/orders/tracking/mocks/OrderRepository.ts,14,14,4
src/components/About.vue,14,14,2
src/common/http/errors/custom-errors.ts,14,10,2
renovate.json,14,7,2
src/modules/marketplace/store/mutations.spec.ts,14,0,1
src/modules/bids/store/mocks/state.ts,14,21,5
src/modules/accept-now-deprecated/composition/mocks/useAcceptNow.ts,14,0,1
src/components/Home.vue,14,14,2
src/styles/animations.scss,14,0,1
src/modules/bids-deprecated/store/mocks/state.ts,14,0,2
src/common/services/MothershipLocations.ts,14,14,2
src/modules/transport-offers/services/mocks/LoadService.mock.ts,14,0,2
src/modules/accept-now/events/AcceptNowRepository.ts,13,13,2
src/types/shims-tsx.d.ts,13,0,1
src/modules/tender/types/serviceTypes.ts,13,13,4
src/modules/design/components/BlockWithBorder.vue,13,0,1
src/event/mocks/TestEvent.ts,13,13,2
src/modules/assignments/segmentEvents.ts,13,37,6
src/modules/assignments/Assignments.vue,13,13,2
src/modules/bids/models/RegularBid.spec.ts,13,13,3
src/shims-tsx.d.ts,13,13,2
src/common/services/errors/ErrorService.ts,12,12,2
.prettierrc,12,3,2
src/common/http/errors/mocks/axios-error-mock.ts,12,0,1
src/common/application/ports.ts,12,0,1
src/modules/orders/store/__tests__/getter.spec.ts,12,0,1
src/common/mocks/rootstore.mock.ts,12,2,2
src/common/compositions/useRoute.spec.ts,12,0,1
webpack/webpack.mock.js,12,2,2
src/common/http/errors/ErrorService.ts,12,0,1
src/modules/assignments/http/errors/ErrorService.ts,12,36,4
src/events/index.ts,11,1,3
src/modules/bids/services/mocks/BiddingService.ts,11,11,5
src/common/compositions/mocks/useFeatureFlag-mock.ts,11,0,2
src/modules/marketplace/events/MarketplaceEventKeys.ts,11,6,3
src/modules/filters/types/enums.ts,11,33,4
src/di/container.ts,11,0,1
src/modules/savedLanes/types/enums.ts,11,11,2
src/modules/accept-now/tracking/mocks/AcceptNowEventConsumer.ts,11,11,2
.eslintignore,11,0,1
src/modules/orders/mocks/MarketplaceService.mock.ts,11,11,3
src/types/custom.d.ts,10,2,2
src/modules/currencies/formatCurrency.ts,10,0,1
src/events/AmplitudeEvent.ts,10,0,2
src/modules/orders/classes/__tests__/RegularBid.spec.ts,10,10,2
src/modules/marketplace/components/orders/complementary-loads/composition/mocks/useComplementary.mocks.ts,10,0,1
src/common/http/mocks/headers.mocks.ts,10,0,1
src/common/mocks/orderIdMapping.mock.ts,10,0,1
webpack/webpack.local.js,10,0,1
src/__tests__/example.spec.ts,10,28,5
src/modules/accept-now/events/AcceptNowEventBusEvents.ts,9,0,1
webpack/moduleFederationConfig.js,9,0,1
src/common/services/VehicleTypesService.ts,9,9,3
src/common/config/links.js,9,9,2
src/modules/accept-now/events/mocks/AcceptNowRepository.ts,9,9,2
src/modules/bids/services/mocks/BiddingService-mock.ts,9,17,4
src/modules/bids/events/BidEventBusEvents.ts,9,9,2
src/modules/accept-now-deprecated/events/mocks/AcceptNowRepository.ts,9,0,1
src/modules/bids/tracking/mocks/BidEventConsumer.ts,9,9,2
src/common/testing/store.ts,9,0,3
src/modules/bids/events/index.ts,9,9,5
src/common/services/mocks/GenericService-mock.ts,9,9,2
src/common/http/request-manager.ts,9,0,1
src/modules/assignments/http/interfaces/IGetService.ts,9,27,4
src/modules/assignments/mocks/sennderContact.mock.ts,9,27,4
src/common/compositions/useWindow.ts,9,0,1
webpack/webpack.dev.js,9,4,2
src/common/services/interfaces/IRestHeader.ts,8,8,2
src/modules/orders/events/index.ts,8,0,2
src/common/readme.md,8,0,1
src/common/services/errors/RefreshDialogError.ts,8,8,2
src/modules/bids-deprecated/events/index.ts,8,0,2
src/sharedData.d.ts,8,8,2
src/modules/filters/services/mocks/SavedLaneClient-mock.ts,8,0,1
src/orchestrated/interface.ts,8,2,5
webpack/webpack.stg.js,8,0,1
src/modules/marketplace/di/container.ts,8,0,1
src/modules/bids-deprecated/composition/index.ts,8,0,2
src/modules/filters/store/mocks/getters.ts,8,8,2
src/common/compositions/useUrlQueryParams.ts,8,1,2
src/marketplace/services/UIErrorService.ts,8,0,1
src/event-tracking/mocks/EventBus.ts,8,16,3
src/modules/accept-now/models/accept-now-dialog.ts,8,8,4
src/modules/bids/tracking/mocks/BidRepository.ts,8,8,2
src/architecture-vision/README.md,8,0,1
src/event/mocks/EventBus.ts,8,8,2
.husky/pre-commit,8,7,5
src/modules/assignments/http/interfaces/IRestHeader.ts,8,24,4
src/modules/marketplace/store/actions-types.ts,8,4,8
src/modules/filters/store/action-types.ts,8,8,3
src/services/UIErrorService.ts,8,8,2
src/modules/filters/services/mocks/FilterService-mock.ts,8,0,1
src/experiments/use-auth-v4/useAuthV4.ts,8,0,1
src/common/http/errors/RefreshDialogError.ts,8,0,1
src/modules/marketplace/readme.md,7,0,1
