entity,fractal-value,total-revs
src/common/components/RouteBackToButton.spec.ts,0.44,3
src/modules/marketplace/components/MarketplaceTabs.spec.ts,0.44,3
src/modules/bids-deprecated/app/bid-table-cell/OrderListBid.vue,0.44,3
src/modules/tender/components/tender-details/tender-content/tender-load-details/TenderVehicles.vue,0.44,3
src/modules/bids/app/bidding-block/accepted-state/index.ts,0.44,3
src/modules/bids/services/errors/index.ts,0.44,3
src/modules/accept-now/app/index.ts,0.44,3
src/modules/bids-deprecated/composition/useLowestBidPrice.spec.ts,0.44,3
src/experiments/price-guidance/usePriceGuidance.ts,0.44,3
src/modules/bids-deprecated/services/index.ts,0.44,3
src/modules/bids-deprecated/app/bidding-block/bidding-statuses/BiddingStatuses.spec.ts,0.44,3
src/modules/bids/models/RegularBid.spec.ts,0.44,3
src/experiments/time-auction/components/TimeAuction.vue,0.44,3
src/modules/design/components/Accordion.spec.ts,0.44,3
src/modules/tender/classes/tender-details/RouteLocation.ts,0.44,3
src/common/components/load-stops-list/Stop.vue,0.44,3
src/modules/orders/store/__tests__/actions.spec.ts,0.43,11
src/modules/filters/components/filter-bar/Sorting.vue,0.41,16
src/modules/accept-now/events/AcceptNowEvents.ts,0.41,8
src/modules/tender/components/tender-list/tender-table-row/TenderTableCellYourBids.vue,0.41,8
src/modules/filters/components/common/DropdownFilter.vue,0.41,8
src/modules/tender/components/tender-list/__tests__/TenderList.spec.ts,0.41,7
src/store/helpers.ts,0.41,7
src/modules/orders/mocks/NLS-mock.ts,0.41,7
src/modules/bids-deprecated/services/mocks/BiddingClient-mock.ts,0.41,7
src/modules/marketplace/store/mocks/getters.ts,0.41,7
src/modules/bids/events/BidEventKeys.ts,0.41,7
src/modules/orders/services/MarketplaceClient.spec.ts,0.4,22
src/modules/bids/events/BidEvents.ts,0.4,12
.env.e2e,0.4,11
src/modules/bids/events/BidEventConsumer.ts,0.38,13
src/filters/application/use-cases/FilterByPickupLocationUseCase.ts,0.38,8
src/common/filter/__tests__/AddressTypeAhead.spec.ts,0.38,8
src/modules/bids/app/bidding-block/useBidInAwaitingMatchingConfirmationState.spec.ts,0.38,8
src/modules/orders/store/index.ts,0.38,4
src/modules/orders/OrderEvent.ts,0.38,4
src/components/Assignments.vue,0.38,4
src/modules/tender/classes/tender-details/RouteLocationList.ts,0.38,4
src/modules/filters/components/filter-list/__tests__/SavedLaneCarousel.spec.ts,0.38,4
src/modules/filters/components/common/DropdownFilter.spec.ts,0.38,4
src/modules/next-load-suggestions/app/order-next-suggestions/NextLoadSuggestionRow.spec.ts,0.38,4
src/orchestrated/README.md,0.38,4
src/modules/filters/models/mocks/index.ts,0.38,4
Dockerfile.e2e,0.38,4
src/modules/tender/segmentEvents.ts,0.38,4
src/modules/filters/models/serviceTypes.ts,0.38,4
src/modules/filters/components/filter-bar/__tests__/BundleOptionsFilterDropdown.spec.ts,0.38,4
src/modules/filters/types/storeTypes.ts,0.38,4
src/modules/bids-deprecated/events/BidEventConsumer.ts,0.38,4
src/modules/filters/components/filter-add/FilterActions.spec.ts,0.38,4
src/modules/filters/types/enums.ts,0.38,4
src/modules/orders/tracking/OrderDetailsEvents.ts,0.38,4
src/modules/filters/components/filter-list/FilterList.vue,0.38,4
src/modules/filters/components/filter-add/SaveFilterConfirmDialog.spec.ts,0.38,4
src/common/analytics/SegmentObserver.ts,0.38,4
src/modules/filters/models/constants.ts,0.38,4
src/modules/filters/components/filter-details/FilterComponent.vue,0.38,4
src/modules/filters/components/filter-add/FilterActions.vue,0.38,4
src/modules/filters/components/filter-list/SavedLaneList.spec.ts,0.38,4
src/modules/filters/components/filter-list/SavedLaneCarousel.spec.ts,0.38,4
src/modules/filters/components/filter-bar/MarketplaceListStatusBar.spec.ts,0.38,4
src/modules/filters/components/filter-add/SavedLaneConfirmDialog.spec.ts,0.38,4
src/common/components/table-plankton/TableRow.vue,0.38,4
src/modules/tender/components/tender-details/tender-content/TenderMap.vue,0.38,4
src/modules/tender/components/tender-list/tender-table-row/TenderTableCellBidClosing.vue,0.38,4
src/modules/tender/components/tender-details/TenderError.vue,0.38,4
src/modules/filters/components/filter-details/SavedLaneDetails.spec.ts,0.38,4
src/modules/orders/models/mocks/index.ts,0.38,4
src/modules/tender/components/tender-details/TenderDetailsFloatingBlock.vue,0.38,4
src/modules/orders/components/order-details/order-header/LoadBundlesTabs.vue,0.38,4
src/modules/filters/components/filter-bar/__tests__/useSorting.spec.ts,0.38,4
src/modules/orders/components/order-details/order-header/Tooltip.vue,0.38,4
src/modules/filters/components/SavedLanesNoResults.spec.ts,0.38,4
src/modules/orders/components/order-details/order-next-suggestions/OrderRouteTableCells.vue,0.38,4
src/common/compositions/useFeatureFlag.spec.ts,0.38,4
src/modules/orders/services/__tests__/BiddingSpotOrderService.spec.ts,0.38,4
src/common/base/constants.ts,0.38,4
src/modules/orders/services/BiddingSpotOrderService.ts,0.38,4
src/common/components/load-stops-list/VerticalStepper.vue,0.38,4
src/modules/filters/components/filter-list/FilterList.spec.ts,0.38,4
src/modules/filters/models/index.ts,0.38,4
mkdocs.yaml,0.38,4
src/modules/filters/components/filter-details/SavedLane.vue,0.35,15
src/modules/bids/events/BidEventConsumer.spec.ts,0.34,15
src/modules/accept-now/events/AcceptNowEventConsumer.ts,0.34,10
src/modules/marketplace/components/orders/useZeroResultsRecommendedOrdersHook.ts,0.32,16
src/modules/filters/events/FilterEvents.ts,0.32,10
src/modules/accept-now/events/AcceptNowEventKeys.ts,0.32,5
src/common/components/NonAccessPlaceholder.spec.ts,0.32,5
src/store/getters.ts,0.32,5
src/modules/filters/components/filter-details/SavedLane.spec.ts,0.32,5
src/modules/filters/components/filter-bar/ListStatusBar.vue,0.32,5
src/modules/accept-now-deprecated/models/mocks/accept-now-mock.ts,0.32,5
src/modules/filters/components/common/ResetInputButton.vue,0.32,5
src/modules/filters/components/filter-bar/useSorting.spec.ts,0.32,5
src/filters/repositories/FilterRepository.ts,0.32,5
src/modules/bids/services/BiddingCarrierService.ts,0.32,5
src/modules/tender/components/tender-list/TenderList.vue,0.32,5
src/modules/marketplace/tracking/SearchRepository.spec.ts,0.32,5
src/modules/filters/components/filter-edit/__tests__/SavedLaneEditDialog.spec.ts,0.32,5
src/modules/filters/components/filter-bar/__tests__/MarketplaceListStatusBar.spec.ts,0.32,5
src/modules/transport-offers/services/LoadService.spec.ts,0.32,5
src/modules/marketplace/services/MarketplaceOrderService.ts,0.32,5
src/common/filter/__tests__/DsfDateRangePicker.spec.ts,0.32,5
src/modules/filters/models/storeTypes.ts,0.32,5
src/common/filter/DsfDateRangePicker.vue,0.32,5
src/modules/filters/models/enums.ts,0.32,5
src/modules/filters/models/mocks/savedLanes.mock.ts,0.32,5
src/modules/filters/events/FilterEventConsumer.spec.ts,0.3,11
src/modules/filters/events/FilterEventConsumer.ts,0.3,11
src/modules/accept-now/events/AcceptNowEventConsumer.spec.ts,0.29,12
src/modules/filters/components/SavedLanes.vue,0.29,12
src/filters/services/RouterService.ts,0.28,6
src/modules/filters/store/index.ts,0.28,6
src/common/http/errors/GenericServiceErrors.ts,0.28,6
src/marketplace.ts,0.28,6
src/modules/marketplace/tracking/mocks/SearchRepository.ts,0.28,6
src/filters/application/useFilters.ts,0.26,13
src/modules/filters/components/SavedLanesNoResults.vue,0.24,7
src/modules/marketplace/tracking/SearchRepository.ts,0.24,7
src/modules/orders/events/OrderRepository.spec.ts,0.24,7
src/modules/filters/components/filter-list/SavedLanesCarousel.vue,0.24,7
src/modules/filters/components/filter-bar/useSorting.ts,0.24,7
src/modules/orders/base/__tests__/helpers.spec.ts,0.24,7
src/modules/filters/components/filter-bar/Status.vue,0.24,7
src/filters/application/use-cases/FilterByDropOffLocationUseCase.ts,0.22,8
src/filters/application/use-cases/FilterByVehicleTypeUseCase.ts,0.22,8
src/modules/filters/segmentEvents.ts,0.22,8
src/modules/orders/events/mocks/OrderRepository.ts,0.2,9
src/modules/orders/events/OrderRepository.ts,0.2,9
src/modules/orders/components/order-details/order-content/order-bids/CancelBidDialog.vue,0.2,9
src/modules/filters/types/interfaces.ts,0.18,10
src/modules/orders/tracking/OrderListEvents.ts,0.14,13
src/modules/orders/events/OrderEvents.ts,0.091,21
src/modules/orders/events/OrderEventConsumer.spec.ts,0.091,21
src/modules/orders/events/OrderEventConsumer.ts,0.0,17
src/modules/orders/mocks/MarketplaceClient.mock.ts,0.0,9
src/modules/accept-now/tracking/AcceptNowEventConsumer.ts,0.0,9
src/modules/orders/components/order-details/order-content/order-load-details/order-map/OrderDetailsMap.vue,0.0,9
src/filters/application/ports.ts,0.0,9
Dockerfile,0.0,8
src/modules/bids/tracking/BidEventConsumer.ts,0.0,8
src/modules/bids/tracking/BidEvents.ts,0.0,8
src/modules/accept-now/tracking/AcceptNowEvents.ts,0.0,8
src/experiments/accept-now/useAcceptNowExperiment.spec.ts,0.0,7
src/experiments/accept-now/useAcceptNowExperiment.ts,0.0,6
src/common/compositions/index.ts,0.0,6
src/events/EventBus.ts,0.0,6
src/modules/bids/tracking/index.ts,0.0,6
src/modules/orders/events/OrderEventKeys.ts,0.0,6
src/events/trackCustomEvent.spec.ts,0.0,5
src/experiments/accept-now/VariantA.ts,0.0,5
src/filters/application/use-cases/FilterLocationSearchUseCase.ts,0.0,5
src/modules/filters/events/FilterEventKeys.ts,0.0,5
src/experiments/accept-now/ControlGroup.ts,0.0,5
src/orchestrated/interface.ts,0.0,5
src/experiments/accept-now/mocks/useAcceptNowExperiment.ts,0.0,5
src/modules/filters/components/filter-list/SavedLaneList.vue,0.0,5
src/filters/di/index.ts,0.0,4
src/experiments/accept-now/ExperimentVariation.ts,0.0,4
src/modules/tender/components/tender-list/TendersTableEmpty.vue,0.0,4
src/modules/bids/services/BiddingCarrierService.spec.ts,0.0,4
src/modules/orders/classes/SpotBid.ts,0.0,4
src/modules/orders/services/BiddingOrderService.ts,0.0,4
src/modules/orders/tracking/mocks/OrderRepository.ts,0.0,4
src/modules/bids/services/BiddingCharteringService.spec.ts,0.0,4
src/modules/bids-deprecated/services/BiddingLegacyOrderService.spec.ts,0.0,4
src/modules/orders/tracking/index.ts,0.0,4
src/layouts/MainLayout.vue,0.0,4
src/modules/orders/tracking/mocks/index.ts,0.0,4
src/modules/bids/services/BiddingCharteringService.ts,0.0,4
src/filters/application/useFilters.spec.ts,0.0,4
src/events/mocks/EventBus.ts,0.0,4
src/events/mocks/TestEvent.ts,0.0,4
src/events/trackCustomEvent.ts,0.0,4
src/modules/bids/tracking/BidEventConsumer.spec.ts,0.0,4
src/filters/application/use-cases/FilterLocationSearchUseCase.spec.ts,0.0,4
src/modules/bids/services/BiddingService.ts,0.0,4
src/event/EventBus.ts,0.0,4
src/modules/bids/tracking/BidEventBusEvents.ts,0.0,4
src/common/mocks/vehicleTypes.mock.ts,0.0,3
src/modules/tender/components/tender-details/tender-content/tender-bids/TenderPriceBidInput.vue,0.0,3
src/modules/bids-deprecated/services/BiddingLegacyOrderService.ts,0.0,3
src/modules/bids/tracking/BidRepository.ts,0.0,3
src/modules/savedLanes/mocks/savedLanes.ts,0.0,3
src/modules/accept-now/tracking/AcceptNowEventKeys.ts,0.0,3
src/common/shell/di/index.ts,0.0,3
src/application/displayTruckLoads.spec.ts,0.0,3
src/modules/savedLanes/types/serviceTypes.ts,0.0,3
src/events/index.ts,0.0,3
src/modules/marketplace/models/mocks/index.ts,0.0,3
src/modules/design/components/Accordion.vue,0.0,3
src/modules/bids/tracking/BiddingEventKeys.ts,0.0,3
src/experiments/accept-now/VariantB.ts,0.0,3
src/filters/application/use-cases/FilterDropOffRadiusUseCase.ts,0.0,3
src/modules/savedLanes/components/SavedLaneList.vue,0.0,3
src/modules/tender/components/tender-details/tender-header/__tests__/DetailsHeader.spec.ts,0.0,3
src/common/http/mocks/http-client.mocks.ts,0.0,3
src/filters/application/use-cases/FilterPickupRadiusUseCase.ts,0.0,3
src/event/EventBus.spec.ts,0.0,3
src/modules/savedLanes/components/__tests__/SavedLaneDetails.spec.ts,0.0,3
src/modules/savedLanes/services/SavedLaneOrderService.ts,0.0,3
src/modules/orders/components/order-details/order-content/order-bids/LastBid.vue,0.0,3
src/modules/orders/classes/__tests__/SpotBid.spec.ts,0.0,3
src/common/compositions/useDomesticCarrier.ts,0.0,3
src/modules/savedLanes/store/actions.ts,0.0,3
src/common/di/container.ts,0.0,3
src/event-tracking/index.ts,0.0,3
src/application/ports.ts,0.0,3
src/services/TruckLoadStorage.ts,0.0,3
src/modules/marketplace/di/index.ts,0.0,3
src/modules/savedLanes/components/SavedLaneWithOrders.vue,0.0,3
src/filters/application/index.ts,0.0,3
src/modules/savedLanes/components/__tests__/MarketplaceSavedLanes.spec.ts,0.0,3
src/modules/marketplace/components/orders/OrderSpecificationsTableCell.vue,0.0,3
webpack/dev-config.js,0.0,3
src/modules/tender/components/tender-details/tender-header/DetailsHeader.vue,0.0,3
src/modules/orders/components/order-details/OrderDetailsRefreshDialog.vue,0.0,3
src/modules/tender/components/tender-details/tender-header/BackButton.vue,0.0,3
src/common/compositions/useFeatureFlag.ts,0.0,3
src/modules/accept-now/tracking/index.ts,0.0,3
src/experiments/accept-now/components/AcceptNowBanner.vue,0.0,3
src/filters/application/use-cases/LocationUseCase.ts,0.0,3
src/modules/orders/components/order-details/order-content/order-bids/CTAButtons.vue,0.0,3
src/modules/orders/classes/RegularBid.ts,0.0,3
src/modules/filters/components/filter-add/SaveFilterConfirmDialog.vue,0.0,3
src/modules/tender/components/tender-details/tender-header/TenderHeader.vue,0.0,3
src/event-tracking/mocks/EventBus.ts,0.0,3
src/modules/orders/tracking/OrderRepository.ts,0.0,3
src/event/index.ts,0.0,3
src/application/displayTruckloads.ts,0.0,3
src/modules/savedLanes/components/SavedLaneEditDialog.vue,0.0,3
src/common/services/helpers.ts,0.0,3
src/common/services/mocks/ServiceHelpers.ts,0.0,3
src/modules/marketplace/components/orders/useRecommendedLoads.ts,0.0,3
src/modules/tender/components/tender-details/tender-header/__tests__/BackButton.spec.ts,0.0,3
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/LoadStopsList.vue,0.0,3
src/modules/tender/components/tender-details/tender-content/tender-bids/TenderWeekLoadChooser.vue,0.0,3
src/event-tracking/EventBus.ts,0.0,3
src/modules/marketplace/components/orders/OrderPalletExchangeTableCell.vue,0.0,3
src/modules/filters/store/action-types.ts,0.0,3
src/modules/tender/components/tender-details/tender-header/__tests__/TenderHeader.spec.ts,0.0,3
src/modules/savedLanes/segmentEvents.ts,0.0,3
src/modules/orders/classes/BidCondition.ts,0.0,3
src/modules/orders/components/order-details/order-content/order-bids/OrderChangeBidCondition.vue,0.0,3
src/modules/savedLanes/components/SavedLane.vue,0.0,3
src/common/components/table/TableCell.vue,0.0,3
src/modules/orders/classes/__tests__/BidCondition.spec.ts,0.0,3
src/modules/savedLanes/base/dependencies.ts,0.0,3
src/modules/savedLanes/components/SavedLaneDetails.vue,0.0,3
src/modules/marketplace/components/orders/useRecommendedLoads.spec.ts,0.0,3
src/common/services/__tests__/helpers.spec.ts,0.0,3
src/events/EventBus.spec.ts,0.0,3
src/modules/bids-deprecated/app/bidding-block/bidding-statuses/index.ts,0.0,2
src/modules/bids-deprecated/app/bidding-block/accepted-state/index.ts,0.0,2
src/common/enums/biddingApiErrors.ts,0.0,2
src/filters/services/FilterRepository.ts,0.0,2
src/filters/services/FilterStorageService.ts,0.0,2
src/common/services/interfaces/IRestHeader.ts,0.0,2
src/modules/savedLanes/components/MarketplaceSavedLanes.vue,0.0,2
src/modules/bids-deprecated/app/bidding-block/awaiting-matching-confirmation-state/index.ts,0.0,2
src/modules/savedLanes/types/interfaces.ts,0.0,2
src/modules/bids-deprecated/composition/useBids.ts,0.0,2
src/types/custom.d.ts,0.0,2
src/modules/bids-deprecated/app/bidding-block/bid-form/useBidForm.ts,0.0,2
src/modules/bids-deprecated/store/getters.ts,0.0,2
src/modules/bids/tracking/BidEventTracker.ts,0.0,2
src/common/components/load-stops-list/RouteStep.vue,0.0,2
src/common/components/load-stops-list/LineDashedIcon.vue,0.0,2
src/modules/bids-deprecated/events/BidEventKeys.ts,0.0,2
src/modules/orders/components/order-details/order-content/order-bids/__tests__/UpdateBidWrapper.ts,0.0,2
src/modules/savedLanes/store/getter-types.ts,0.0,2
src/common/components/load-stops-list/EllipseIcon.vue,0.0,2
src/modules/bids/app/bidding-block/bid-input/BidInputWithCondition.spec.ts,0.0,2
src/modules/marketplace/classes/MarketplaceTab.ts,0.0,2
src/common/services/BiddingService.ts,0.0,2
src/experiments/accept-now/VariantC.ts,0.0,2
src/modules/orders/events/index.ts,0.0,2
src/modules/tender/components/tender-list/tender-table-row/TenderTableCellVehicleTypes.vue,0.0,2
src/modules/bids-deprecated/app/bidding-block/bid-form/index.ts,0.0,2
src/modules/readme.md,0.0,2
src/events/mocks/index.ts,0.0,2
src/modules/bids-deprecated/services/errors/index.ts,0.0,2
src/experiments/accept-now/components/NumberOfBids.vue,0.0,2
src/modules/bids-deprecated/base/helpers.spec.ts,0.0,2
src/common/compositions/mocks/useFeatureFlag-mock.ts,0.0,2
src/modules/bids-deprecated/models/mocks/index.ts,0.0,2
src/modules/savedLanes/components/common/DropdownFilter.vue,0.0,2
src/modules/savedLanes/components/common/__tests__/RadiusAddressWrapper.spec.ts,0.0,2
src/modules/tender/components/tender-details/tender-content/tender-bids/TenderBidChangeDialog.vue,0.0,2
src/common/components/table/TableRow.vue,0.0,2
src/modules/bids-deprecated/app/bidding-block/useBidInAwaitingMatchingConfirmationState.ts,0.0,2
src/modules/tender/components/tender-list/tender-table-row/TenderTableCellOriginDestination.vue,0.0,2
src/modules/orders/base/eventBus.ts,0.0,2
src/modules/bids/app/bidding-block/useBiddingStatuses.ts,0.0,2
src/modules/bids-deprecated/app/bidding-block/awaiting-matching-confirmation-state/AwaitingMatchingConfirmationState.vue,0.0,2
src/modules/bids-deprecated/store/mutations.ts,0.0,2
src/event/EventTracker.spec.ts,0.0,2
src/modules/tender/services/TenerService.spec.ts,0.0,2
src/common/components/table-plankton/__tests__/TableCell.spec.ts,0.0,2
src/modules/savedLanes/components/__tests__/SavedLaneCarousel.spec.ts,0.0,2
src/modules/orders/base/constants.ts,0.0,2
src/modules/bids-deprecated/app/bidding-block/useCancelBidDialog.ts,0.0,2
src/modules/bids-deprecated/app/bidding-block/bidding-statuses/BiddingStatuses.vue,0.0,2
src/modules/savedLanes/components/SavedLanesNoResults.vue,0.0,2
src/modules/bids-deprecated/app/bid-table-cell/status/useBidStatus.spec.ts,0.0,2
src/components/About.vue,0.0,2
src/modules/savedLanes/components/common/__tests__/DropdownFilter.spec.ts,0.0,2
src/modules/bids/app/bidding-block/bid-input/change-bid-condition/OrderChangeBidCondition.spec.ts,0.0,2
src/common/http/errors/custom-errors.ts,0.0,2
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/RouteStep.spec.ts,0.0,2
src/modules/bids/app/bidding-block/cta-buttons/CTAButtons.vue,0.0,2
src/modules/savedLanes/store/mutations.ts,0.0,2
src/modules/bids-deprecated/services/errors/BiddingServiceErrors.spec.ts,0.0,2
src/modules/bids-deprecated/store/mocks/getters.ts,0.0,2
src/modules/bids-deprecated/services/mocks/index.ts,0.0,2
src/modules/bids-deprecated/events/index.ts,0.0,2
src/modules/bids/tracking/mocks/index.ts,0.0,2
src/modules/savedLanes/components/common/__tests__/RadiusFilter.spec.ts,0.0,2
src/modules/design/components/FallbackFetchAgain.vue,0.0,2
src/modules/savedLanes/types/enums.ts,0.0,2
src/modules/savedLanes/store/action-types.ts,0.0,2
src/modules/filters/events/index.ts,0.0,2
src/common/env.ts,0.0,2
src/marketplace-shared-data.ts,0.0,2
src/modules/savedLanes/components/common/RadiusAddressWrapper.vue,0.0,2
src/common/components/BackButton.spec.ts,0.0,2
src/assets/svgs/roundtrip.svg,0.0,2
src/modules/tender/services/TenderService.spec.ts,0.0,2
src/common/components/RouteBackToButton.vue,0.0,2
src/event/EventTracker.ts,0.0,2
src/modules/bids/events/BidEventBusEvents.ts,0.0,2
src/events/AmplitudeEvent.ts,0.0,2
src/modules/bids-deprecated/app/bidding-block/bidding-statuses/useBiddingStatus.ts,0.0,2
src/filters/application/use-cases/FilterByLocationUseCase.ts,0.0,2
src/common/services/MarketplaceService.ts,0.0,2
src/modules/filters/components/filter-bar/RefreshOrders.vue,0.0,2
src/modules/orders/events/mocks/index.ts,0.0,2
src/common/services/SennderContactService.ts,0.0,2
src/modules/savedLanes/components/SavedLaneConfirmDialog.vue,0.0,2
src/services/TruckLoadQuery.ts,0.0,2
src/modules/savedLanes/components/__tests__/SavedLane.spec.ts,0.0,2
src/modules/bids-deprecated/store/mutations.spec.ts,0.0,2
src/modules/bids-deprecated/composition/index.ts,0.0,2
src/modules/bids-deprecated/store/getters.spec.ts,0.0,2
src/modules/bids-deprecated/app/bidding-block/bidding-statuses/bid-status/index.ts,0.0,2
src/modules/orders/classes/__tests__/RegularBid.spec.ts,0.0,2
src/modules/bids-deprecated/models/BidCondition.spec.ts,0.0,2
src/modules/tender/components/tender-details/tender-content/tender-load-details/TenderSpecifications.vue,0.0,2
src/modules/orders/components/common/RouteAddress.vue,0.0,2
src/event/TrackingEvent.ts,0.0,2
src/modules/bids-deprecated/app/bid-table-cell/status/useBidStatus.ts,0.0,2
src/modules/tender/components/tender-details/tender-content/tender-load-details/TenderRequirements.vue,0.0,2
src/modules/filters/components/MarketplaceFilters.vue,0.0,2
src/modules/tender/services/TenderClient.spec.ts,0.0,2
src/modules/savedLanes/components/MarketplaceFilters.vue,0.0,2
src/modules/bids-deprecated/events/mocks/index.ts,0.0,2
src/modules/savedLanes/components/__tests__/SavedLanesNoResults.spec.ts,0.0,2
src/experiments/accept-now/components/NumberOfBidsHeader.vue,0.0,2
src/modules/filters/store/mocks/getters.ts,0.0,2
src/modules/bids/tracking/mocks/BidEventConsumer.ts,0.0,2
src/common/services/enums/apiErrors.ts,0.0,2
src/common/compositions/useUrlQueryParams.ts,0.0,2
src/modules/bids-deprecated/app/bidding-block/index.ts,0.0,2
src/modules/bids-deprecated/app/bidding-block/useCancelBidDialog.spec.ts,0.0,2
src/modules/bids/app/bidding-block/PlaceBid.spec.ts,0.0,2
src/event/mocks/TestEvent.ts,0.0,2
src/modules/savedLanes/types/storeTypes.ts,0.0,2
src/modules/orders/components/order-details/order-header/__tests__/LoadBundlesTabs.spec.ts,0.0,2
src/common/scripts/constants.ts,0.0,2
src/modules/savedLanes/base/helpers.ts,0.0,2
src/modules/filters/store/getter-types.ts,0.0,2
src/domain/services/SearchRepository.ts,0.0,2
src/modules/bids-deprecated/app/bidding-block-actions/BiddingBlockActions.vue,0.0,2
src/common/services/errors/__tests__/BiddingServiceErrors.spec.ts,0.0,2
src/modules/tender/services/TenderClient.ts,0.0,2
src/common/components/table/Table.vue,0.0,2
src/modules/bids/tracking/mocks/BidRepository.ts,0.0,2
src/modules/bids-deprecated/events/BidRepository.ts,0.0,2
src/modules/bids-deprecated/composition/useLowestBidPrice.ts,0.0,2
src/common/components/table-plankton/TableCell.vue,0.0,2
src/modules/marketplace/tracking/mocks/index.ts,0.0,2
src/components/Home.vue,0.0,2
src/modules/marketplace/store/mocks/state.ts,0.0,2
src/common/mocks/rootstore.mock.ts,0.0,2
src/modules/bids-deprecated/models/index.ts,0.0,2
rspack/rspack.config.js,0.0,2
src/common/components/MapPlaceholder.vue,0.0,2
src/modules/savedLanes/components/common/RadiusFilter.vue,0.0,2
src/modules/savedLanes/types/helpers.ts,0.0,2
src/event/mocks/EventBus.ts,0.0,2
src/modules/bids-deprecated/store/mocks/state.ts,0.0,2
src/modules/savedLanes/store/mutations-types.ts,0.0,2
src/modules/accept-now/tracking/mocks/AcceptNowEventConsumer.ts,0.0,2
src/components/Marketplace.vue,0.0,2
src/application/ApplicationFactory.ts,0.0,2
src/modules/bids-deprecated/app/bidding-block-actions/index.ts,0.0,2
src/experiments/accept-now/featureFlags.ts,0.0,2
src/modules/bids-deprecated/app/bidding-block/accepted-state/AcceptedState.vue,0.0,2
src/layouts/PageContent.vue,0.0,2
src/modules/bids/app/bidding-block/useBiddingStatuses.spec.ts,0.0,2
src/modules/orders/featureFlags.ts,0.0,2
src/modules/bids-deprecated/store/mocks/store.ts,0.0,2
src/common/scripts/helpers.ts,0.0,2
src/bootstrap-local-config.ts,0.0,2
src/event/mocks/index.ts,0.0,2
src/modules/savedLanes/store/getters.ts,0.0,2
src/modules/savedLanes/components/SavedLanesCarousel.vue,0.0,2
src/architecture-vision/UseCases/PlaceBidUse.ts,0.0,2
src/modules/marketplace/components/orders/complementary-loads/ComplementaryLoads.spec.ts,0.0,2
src/services/UIErrorService.ts,0.0,2
src/event/trackCustomEvent.ts,0.0,2
src/common/services/MothershipLocations.ts,0.0,2
src/modules/bids-deprecated/featureFlags.ts,0.0,2
src/event/trackCustomEvent.spec.ts,0.0,2
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/RouteNotes.spec.ts,0.0,2
src/modules/bids-deprecated/models/mocks/ResponseWrapper.ts,0.0,2
src/modules/bids-deprecated/store/mocks/index.ts,0.0,2
src/modules/filters/services/SavedLaneOrderService.spec.ts,0.0,2
src/events/TrackingEvent.ts,0.0,2
src/modules/bids-deprecated/models/BidCondition.ts,0.0,2
src/modules/bids-deprecated/app/bidding-block/useBidInAcceptedState.ts,0.0,2
src/modules/bids/app/bidding-block/ChangeBid.spec.ts,0.0,2
src/modules/tender/store/index.ts,0.0,2
src/modules/assignments/Assignments.vue,0.0,2
src/modules/tender/components/tender-list/tender-table-row/TenderTableCellWeeklyVolume.vue,0.0,2
src/modules/bids-deprecated/app/index.ts,0.0,2
src/common/services/SavedLanesService.ts,0.0,2
src/modules/bids-deprecated/events/mocks/BidRepository.ts,0.0,2
src/modules/filters/store/mutations-types.ts,0.0,2
src/modules/tender/components/tender-list/tender-table-row/TenderTableRow.vue,0.0,2
src/modules/bids-deprecated/app/bidding-block/useBidInAwaitingMatchingConfirmationState.spec.ts,0.0,2
src/modules/marketplace/classes/BidCondition.ts,0.0,2
src/modules/bids-deprecated/app/bidding-block/confirm-bid-dialog/ConfirmBidDialog.vue,0.0,2
src/modules/savedLanes/store/index.ts,0.0,2
src/styles/coral-fixed.css,0.0,2
.editorconfig,0.0,2
src/modules/accept-now/tracking/mocks/index.ts,0.0,2
src/modules/bids-deprecated/app/bid-table-cell/status/OrderListBidStatus.vue,0.0,2
src/modules/bids-deprecated/store/index.ts,0.0,2
src/modules/design/components/FloatingBlockOnScroll.vue,0.0,2
src/common/featureFlags.ts,0.0,2
src/modules/bids-deprecated/base/helpers.ts,0.0,2
src/modules/bids-deprecated/app/bidding-block/bidding-statuses/bid-status/BidStatus.vue,0.0,2
.npmrc,0.0,1
src/modules/tender/services/errors/TenderServiceError.spec.ts,0.0,1
src/modules/filters/services/errors/FilterServiceErrors.ts,0.0,1
src/modules/accept-now/events/AcceptNowEventBusEvents.ts,0.0,1
src/assets/svgs/destination_arrow.svg,0.0,1
src/marketplace/domain/services/SearchRepository.ts,0.0,1
src/modules/design/components/Loader.vue,0.0,1
src/experiments/time-auction/featureFlags.ts,0.0,1
src/modules/transport-offers/mocks/index.ts,0.0,1
webpack/moduleFederationConfig.js,0.0,1
src/modules/transport-offers/models/index.ts,0.0,1
src/styles/fonts.scss,0.0,1
src/modules/transport-offers/detail/components/index.ts,0.0,1
src/modules/filters/services/FilterService.ts,0.0,1
src/modules/filters/services/errors/FilterServiceErrors.spec.ts,0.0,1
src/common/components/table/__tests__/TableCell.spec.ts,0.0,1
src/modules/transport-offers/list/store/index.ts,0.0,1
src/marketplace/application/displayTruckloads.ts,0.0,1
src/assets/svgs/destination_arrow_long.svg,0.0,1
